cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,salud_x_escolaridad_c_atencion_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_no_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_formal_x_basico,salud_x_escolaridad_c_atencion_no_formal_x_basico,salud_x_escolaridad_c_atencion_formal_x_avanzado,salud_x_escolaridad_c_atencion_no_formal_x_avanzado,salud_dado_escolaridad_p_atencion_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_no_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_formal_dado_basico,salud_dado_escolaridad_p_atencion_no_formal_dado_basico,salud_dado_escolaridad_p_atencion_formal_dado_avanzado,salud_dado_escolaridad_p_atencion_no_formal_dado_avanzado,poblacion_total
0,20,H,53,360,86,0.11,0.72,0.17,197,289,6,7,0.39,0.58,0.01,0.01,160,22,317,0.32,0.04,0.64,172,319,8,0.34,0.64,0.02,499,0,0,0,1,0,0,0,472,5,22,0.95,0.01,0.04,463,14,22,0.93,0.03,0.04,28,120,25,240,0.16,0.7,0.08,0.75,197,289,6,0,0,0,0,0,0,0,0,0,0.39,0.58,0.01,0,0,0,0,0,0,0,0,0,10,145,40,212,3,3,0.05,0.74,0.14,0.73,0.5,0.5,3,0,3,0,3,0,0.02,0,0.01,0,0.5,0,499
0,20,M,27,620,90,0.04,0.84,0.12,373,356,2,6,0.51,0.48,0,0.01,206,40,491,0.28,0.05,0.67,70,664,3,0.09,0.9,0,127,25,44,541,0.17,0.03,0.06,0.73,697,9,31,0.95,0.01,0.04,688,18,31,0.93,0.02,0.04,5,60,22,560,0.07,0.86,0.03,0.84,70,53,0,16,9,0,26,17,1,261,277,1,0.55,0.42,0,0.64,0.36,0,0.59,0.39,0.02,0.48,0.51,0,8,313,17,305,2,0,0.02,0.84,0.05,0.86,1,0,1,0,1,0,1,0,0,0,0,0,0.5,0,737
0,21,H,54,95,26,0.31,0.54,0.15,51,111,5,8,0.29,0.63,0.03,0.05,34,7,134,0.19,0.04,0.77,74,92,9,0.42,0.53,0.05,175,0,0,0,1,0,0,0,161,3,11,0.92,0.02,0.06,157,5,13,0.9,0.03,0.07,32,36,22,58,0.43,0.49,0.24,0.63,51,111,5,0,0,0,0,0,0,0,0,0,0.29,0.63,0.03,0,0,0,0,0,0,0,0,0,5,33,48,58,1,4,0.1,0.65,0.43,0.52,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,175
0,21,M,20,171,27,0.09,0.78,0.12,95,110,7,6,0.44,0.5,0.03,0.03,56,7,155,0.26,0.03,0.71,41,175,2,0.19,0.8,0.01,52,13,17,136,0.24,0.06,0.08,0.62,203,3,12,0.93,0.01,0.06,198,7,13,0.91,0.03,0.06,7,34,13,137,0.17,0.83,0.07,0.78,23,19,5,3,9,0,5,10,2,64,72,0,0.44,0.37,0.1,0.23,0.69,0,0.29,0.59,0.12,0.47,0.53,0,3,75,13,90,3,4,0.03,0.79,0.12,0.82,0.43,0.57,1,0,1,0,1,0,0.01,0,0.01,0,0.14,0,218
1,1,H,0,0,266443,0,0,1,0,0,0,266443,0,0,0,1,21822,4876,239745,0.08,0.02,0.9,0,0,266443,0,0,1,266443,0,0,0,1,0,0,0,203571,8535,54337,0.76,0.03,0.2,0,0,266443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266443
1,1,M,0,0,253902,0,0,1,0,0,0,253902,0,0,0,1,19691,4475,229736,0.08,0.02,0.9,0,0,253902,0,0,1,253902,0,0,0,1,0,0,0,193647,8086,52169,0.76,0.03,0.21,0,0,253902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253902
1,2,H,0,0,297311,0,0,1,10199,279926,0,7186,0.03,0.94,0,0.02,13912,4189,279210,0.05,0.01,0.94,0,0,297311,0,0,1,297311,0,0,0,1,0,0,0,286521,8024,2766,0.96,0.03,0.01,263032,27734,6545,0.88,0.09,0.02,0,0,0,0,0,0,0,0,10199,279926,0,0,0,0,0,0,0,0,0,0,0.03,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297311
1,2,M,0,0,283176,0,0,1,8589,267970,0,6617,0.03,0.95,0,0.02,13061,4222,265893,0.05,0.01,0.94,0,0,283176,0,0,1,283176,0,0,0,1,0,0,0,272571,8013,2592,0.96,0.03,0.01,250172,26825,6179,0.88,0.09,0.02,0,0,0,0,0,0,0,0,8589,267970,0,0,0,0,0,0,0,0,0,0,0.03,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283176
1,3,H,6204,300060,9414,0.02,0.95,0.03,5097,308542,0,2039,0.02,0.98,0,0.01,11258,3824,300596,0.04,0.01,0.95,4136,306192,5350,0.01,0.97,0.02,315678,0,0,0,1,0,0,0,303514,7213,4951,0.96,0.02,0.02,286409,24308,4961,0.91,0.08,0.02,669,3399,5482,295993,0.16,0.82,0.02,0.97,5097,308542,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,0,0,0,0,674,4070,5470,295517,0,0,0.13,0.8,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315678
1,3,M,1732,287324,8707,0.01,0.96,0.03,3302,292601,0,1860,0.01,0.98,0,0.01,11359,3702,282702,0.04,0.01,0.95,6277,286609,4877,0.02,0.96,0.02,295929,1289,247,298,0.99,0,0,0,286289,6847,4627,0.96,0.02,0.02,269958,23114,4691,0.91,0.08,0.02,267,5932,1443,280780,0.04,0.95,0.01,0.98,3207,290882,0,70,1201,0,20,226,0,5,292,0,0.01,0.98,0,0.05,0.93,0,0.08,0.91,0,0.02,0.98,0,173,2909,1541,284035,0,0,0.05,0.88,0.01,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297763
1,4,H,60293,228450,12725,0.2,0.76,0.04,7140,271423,14034,8871,0.02,0.9,0.05,0.03,9367,3351,288750,0.03,0.01,0.96,17766,271518,12184,0.06,0.9,0.04,301468,0,0,0,1,0,0,0,281885,8225,11358,0.94,0.03,0.04,269287,20732,11449,0.89,0.07,0.04,10204,7442,49934,220514,0.57,0.42,0.18,0.81,7140,271423,14034,0,0,0,0,0,0,0,0,0,0.02,0.9,0.05,0,0,0,0,0,0,0,0,0,2755,4096,56095,210991,1191,12832,0.39,0.57,0.21,0.78,0.08,0.91,527,127,527,127,527,127,0.07,0.02,0,0,0.04,0.01,301468
1,4,M,15189,257202,5240,0.05,0.93,0.02,4184,248727,22614,2106,0.02,0.9,0.08,0.01,13087,3443,261101,0.05,0.01,0.94,62845,209761,5025,0.23,0.76,0.02,228067,41439,7031,1094,0.82,0.15,0.03,0,263799,9645,4187,0.95,0.03,0.02,248613,24776,4242,0.9,0.09,0.02,3993,58696,11152,197900,0.06,0.93,0.05,0.94,3130,201702,21245,652,39441,1274,288,6644,74,114,940,21,0.01,0.88,0.09,0.02,0.95,0.03,0.04,0.94,0.01,0.1,0.86,0.02,396,3599,13243,232064,1495,21093,0.09,0.86,0.05,0.93,0.07,0.93,1107,256,1107,256,1107,256,0.26,0.06,0,0,0.05,0.01,277631
1,5,H,136197,101367,11069,0.55,0.41,0.04,8677,194768,35886,9302,0.03,0.78,0.14,0.04,8382,3119,237132,0.03,0.01,0.95,79101,160324,9208,0.32,0.64,0.04,248633,0,0,0,1,0,0,0,227545,11245,9843,0.92,0.05,0.04,215450,23204,9979,0.87,0.09,0.04,59580,18874,76446,82352,0.75,0.24,0.48,0.51,8677,194768,35886,0,0,0,0,0,0,0,0,0,0.03,0.78,0.14,0,0,0,0,0,0,0,0,0,4853,3507,119829,72628,11060,24718,0.56,0.4,0.62,0.37,0.31,0.69,1426,415,1426,415,1426,415,0.16,0.05,0.01,0,0.04,0.01,248633
1,5,M,45269,188844,3240,0.19,0.8,0.01,5367,176197,53113,2676,0.02,0.74,0.22,0.01,12394,3144,221815,0.05,0.01,0.93,124592,109907,2854,0.52,0.46,0.01,103506,76288,41295,16264,0.44,0.32,0.17,0.07,223122,11917,2314,0.94,0.05,0.01,205251,29687,2415,0.86,0.13,0.01,17285,107051,27898,81447,0.14,0.86,0.25,0.74,2758,60950,37492,814,62603,12710,822,37790,2569,973,14854,342,0.03,0.59,0.36,0.01,0.82,0.17,0.02,0.92,0.06,0.06,0.91,0.02,741,4415,31760,143540,12612,40410,0.14,0.82,0.18,0.81,0.24,0.76,3173,682,3173,682,3173,682,0.59,0.13,0.02,0,0.06,0.01,237353
1,6,H,152045,57792,6289,0.7,0.27,0.03,10538,167062,34016,4510,0.05,0.77,0.16,0.02,8569,3162,204395,0.04,0.01,0.95,122058,89885,4183,0.56,0.42,0.02,216126,0,0,0,1,0,0,0,201503,9338,5285,0.93,0.04,0.02,185650,25184,5292,0.86,0.12,0.02,96828,24209,55083,33524,0.79,0.2,0.61,0.37,10538,167062,34016,0,0,0,0,0,0,0,0,0,0.05,0.77,0.16,0,0,0,0,0,0,0,0,0,6757,3482,124093,40812,20658,13194,0.64,0.33,0.74,0.24,0.61,0.39,1560,483,1560,483,1560,483,0.15,0.05,0.01,0,0.05,0.01,216126
1,6,M,57644,156220,2852,0.27,0.72,0.01,6918,156884,50382,2532,0.03,0.72,0.23,0.01,12632,3192,200892,0.06,0.01,0.93,143079,71080,2557,0.66,0.33,0.01,53864,55628,59134,48090,0.25,0.26,0.27,0.22,205363,9311,2042,0.95,0.04,0.01,186262,28346,2108,0.86,0.13,0.01,29040,113797,28507,42121,0.2,0.8,0.4,0.59,2477,28390,20949,740,36969,17773,1070,48641,9285,2631,42884,2375,0.05,0.53,0.39,0.01,0.66,0.32,0.02,0.82,0.16,0.05,0.89,0.05,1085,5653,34844,121343,21511,28758,0.16,0.82,0.22,0.77,0.43,0.57,3262,752,3262,752,3262,752,0.47,0.11,0.02,0,0.06,0.01,216716
1,7,H,145617,41287,5440,0.76,0.21,0.03,13235,148533,26790,3786,0.07,0.77,0.14,0.02,8656,3219,180469,0.05,0.02,0.94,133150,55840,3354,0.69,0.29,0.02,192344,0,0,0,1,0,0,0,180878,6999,4467,0.94,0.04,0.02,165872,21961,4511,0.86,0.11,0.02,107944,24024,37552,17209,0.81,0.18,0.67,0.31,13235,148533,26790,0,0,0,0,0,0,0,0,0,0.07,0.77,0.14,0,0,0,0,0,0,0,0,0,9219,3657,116185,30451,19700,6897,0.7,0.28,0.78,0.21,0.74,0.26,1444,406,1444,406,1444,406,0.11,0.03,0.01,0,0.05,0.02,192344
1,7,M,58369,136101,2473,0.3,0.69,0.01,9255,145064,40365,2259,0.05,0.74,0.2,0.01,13185,3316,180442,0.07,0.02,0.92,141476,53332,2135,0.72,0.27,0.01,31537,31920,55284,78202,0.16,0.16,0.28,0.4,188421,6713,1809,0.96,0.03,0.01,172339,22766,1838,0.88,0.12,0.01,33880,107331,24423,28528,0.24,0.76,0.46,0.53,2478,17725,9623,681,19125,12033,1146,41136,12847,4950,67078,5862,0.08,0.56,0.31,0.02,0.6,0.38,0.02,0.74,0.23,0.06,0.86,0.07,1614,7442,35996,108542,20586,19679,0.17,0.8,0.25,0.75,0.51,0.49,3038,609,3038,609,3038,609,0.33,0.07,0.02,0,0.08,0.02,196943
1,8,H,139498,34975,4498,0.78,0.2,0.03,15491,138322,22334,2824,0.09,0.77,0.12,0.02,9404,3348,166219,0.05,0.02,0.93,132854,43607,2510,0.74,0.24,0.01,178971,0,0,0,1,0,0,0,169897,5493,3581,0.95,0.03,0.02,156929,18398,3644,0.88,0.1,0.02,108709,22917,30682,12026,0.82,0.17,0.7,0.28,15491,138322,22334,0,0,0,0,0,0,0,0,0,0.09,0.77,0.12,0,0,0,0,0,0,0,0,0,11389,3786,110325,26215,17367,4792,0.74,0.24,0.8,0.19,0.78,0.21,1536,367,1536,367,1536,367,0.1,0.02,0.01,0,0.07,0.02,178971
1,8,M,58761,121780,2319,0.32,0.67,0.01,11644,135161,33969,2086,0.06,0.74,0.19,0.01,13771,3392,165697,0.08,0.02,0.91,132992,47913,1955,0.73,0.26,0.01,23951,20428,44985,93496,0.13,0.11,0.25,0.51,176097,5144,1619,0.96,0.03,0.01,163756,17421,1683,0.9,0.1,0.01,35249,97466,23445,24102,0.27,0.73,0.49,0.5,2482,14233,5618,686,12137,7556,1162,31508,12229,7314,77283,8566,0.1,0.59,0.23,0.03,0.59,0.37,0.03,0.7,0.27,0.08,0.83,0.09,2306,9135,37130,97532,19162,14727,0.2,0.78,0.27,0.72,0.56,0.43,2870,584,2870,584,2870,584,0.25,0.05,0.02,0,0.08,0.02,182860
1,9,H,124100,29635,3499,0.79,0.19,0.02,17920,120450,16674,2190,0.11,0.77,0.11,0.01,8930,3022,145282,0.06,0.02,0.92,119523,35825,1886,0.76,0.23,0.01,157234,0,0,0,1,0,0,0,150527,3993,2714,0.96,0.03,0.02,140940,13561,2733,0.9,0.09,0.02,98034,20428,25972,9166,0.82,0.17,0.72,0.26,17920,120450,16674,0,0,0,0,0,0,0,0,0,0.11,0.77,0.11,0,0,0,0,0,0,0,0,0,13689,3967,96788,22220,13246,3293,0.76,0.22,0.8,0.18,0.79,0.2,1157,270,1157,270,1157,270,0.06,0.02,0.01,0,0.07,0.02,157234
1,9,M,51127,105683,2014,0.32,0.67,0.01,14437,117914,24493,1980,0.09,0.74,0.15,0.01,13916,3148,141760,0.09,0.02,0.89,115752,41369,1703,0.73,0.26,0.01,18674,13689,31946,94515,0.12,0.09,0.2,0.6,153674,3687,1463,0.97,0.02,0.01,145123,12191,1510,0.91,0.08,0.01,30944,84575,20127,20935,0.27,0.73,0.49,0.51,2525,11299,3400,715,8566,4370,1233,22337,8301,9964,75712,8422,0.14,0.61,0.18,0.05,0.63,0.32,0.04,0.7,0.26,0.11,0.8,0.09,2788,11484,32906,84621,15258,9165,0.19,0.8,0.28,0.72,0.62,0.37,2409,469,2409,469,2409,469,0.17,0.03,0.02,0,0.1,0.02,158824
1,10,H,118659,28032,3328,0.79,0.19,0.02,19919,114552,13496,2052,0.13,0.76,0.09,0.01,9738,3101,137180,0.06,0.02,0.91,114184,34036,1799,0.76,0.23,0.01,150019,0,0,0,1,0,0,0,144415,3140,2464,0.96,0.02,0.02,136767,10787,2465,0.91,0.07,0.02,93693,19463,24879,8540,0.82,0.17,0.73,0.25,19919,114552,13496,0,0,0,0,0,0,0,0,0,0.13,0.76,0.09,0,0,0,0,0,0,0,0,0,15326,4269,91977,21263,11025,2385,0.77,0.21,0.8,0.19,0.82,0.18,1108,218,1108,218,1108,218,0.06,0.01,0.01,0,0.08,0.02,150019
1,10,M,46722,100269,1965,0.31,0.67,0.01,16555,110473,20014,1914,0.11,0.74,0.13,0.01,15135,3178,130643,0.1,0.02,0.88,106751,40600,1605,0.72,0.27,0.01,17196,11333,25632,94795,0.12,0.08,0.17,0.64,144595,2901,1460,0.97,0.02,0.01,137947,9534,1475,0.93,0.06,0.01,28016,78481,18663,21650,0.26,0.74,0.46,0.53,2606,10407,2752,713,7376,3214,1401,18024,6158,11835,74666,7890,0.15,0.61,0.16,0.06,0.65,0.28,0.05,0.7,0.24,0.12,0.79,0.08,3195,13182,29764,80361,13619,6337,0.19,0.8,0.27,0.73,0.68,0.32,2242,386,2242,386,2242,386,0.14,0.02,0.02,0,0.11,0.02,148956
1,11,H,108300,27319,2825,0.78,0.2,0.02,23187,102492,11154,1611,0.17,0.74,0.08,0.01,10121,2977,125346,0.07,0.02,0.91,104955,32162,1327,0.76,0.23,0.01,138444,0,0,0,1,0,0,0,134001,2546,1897,0.97,0.02,0.01,127975,8588,1881,0.92,0.06,0.01,84807,19115,23431,8167,0.81,0.18,0.73,0.25,23187,102492,11154,0,0,0,0,0,0,0,0,0,0.17,0.74,0.08,0,0,0,0,0,0,0,0,0,17813,5040,81052,20202,9106,1952,0.77,0.22,0.79,0.2,0.82,0.18,996,167,996,167,996,167,0.04,0.01,0.01,0,0.09,0.01,138444
1,11,M,38929,92693,1952,0.29,0.69,0.01,19505,97076,15161,1832,0.15,0.73,0.11,0.01,15577,2923,115074,0.12,0.02,0.86,91261,40798,1515,0.68,0.31,0.01,15700,9450,19648,88776,0.12,0.07,0.15,0.66,130077,2109,1388,0.97,0.02,0.01,125160,7015,1399,0.94,0.05,0.01,21910,69098,16982,23485,0.24,0.76,0.42,0.58,2752,9391,2178,867,6263,2297,1396,13899,4292,14490,67523,6394,0.18,0.6,0.14,0.09,0.66,0.24,0.07,0.71,0.22,0.16,0.76,0.07,3576,15724,24424,72269,10778,4341,0.18,0.81,0.25,0.74,0.71,0.29,1937,260,1937,260,1937,260,0.1,0.01,0.02,0,0.13,0.02,133574
1,12,H,90188,24874,2740,0.77,0.21,0.02,25505,82877,7983,1437,0.22,0.7,0.07,0.01,10026,2726,105050,0.09,0.02,0.89,87865,28791,1146,0.75,0.24,0.01,117802,0,0,0,1,0,0,0,114509,1801,1492,0.97,0.02,0.01,110025,6286,1491,0.93,0.05,0.01,69366,17447,20767,7401,0.79,0.2,0.72,0.26,25505,82877,7983,0,0,0,0,0,0,0,0,0,0.22,0.7,0.07,0,0,0,0,0,0,0,0,0,19489,5561,63850,17809,6555,1367,0.76,0.22,0.77,0.21,0.82,0.17,776,99,776,99,776,99,0.03,0,0.01,0,0.1,0.01,117802
1,12,M,29303,82977,1816,0.26,0.73,0.02,22065,79929,10523,1579,0.19,0.7,0.09,0.01,14475,2443,97178,0.13,0.02,0.85,72857,39996,1243,0.64,0.35,0.01,13660,7035,13670,79731,0.12,0.06,0.12,0.7,111327,1634,1135,0.98,0.01,0.01,107505,5459,1132,0.94,0.05,0.01,15502,57052,13773,25826,0.21,0.78,0.34,0.65,2808,8168,1559,837,4701,1471,1395,9593,2633,17025,57467,4860,0.21,0.6,0.11,0.12,0.67,0.21,0.1,0.7,0.19,0.21,0.72,0.06,3515,18266,18090,61422,7548,2928,0.16,0.83,0.23,0.77,0.72,0.28,1354,156,1354,156,1354,156,0.06,0.01,0.02,0,0.13,0.01,114096
1,13,H,67169,22575,2497,0.73,0.24,0.03,25288,59998,5983,972,0.27,0.65,0.06,0.01,9044,2201,80996,0.1,0.02,0.88,67378,24160,703,0.73,0.26,0.01,92241,0,0,0,1,0,0,0,90151,1296,794,0.98,0.01,0.01,86939,4505,797,0.94,0.05,0.01,50812,15359,16311,7186,0.75,0.23,0.68,0.3,25288,59998,5983,0,0,0,0,0,0,0,0,0,0.27,0.65,0.06,0,0,0,0,0,0,0,0,0,18010,6567,43978,14864,4931,1008,0.71,0.26,0.73,0.25,0.82,0.17,621,61,621,61,621,61,0.02,0,0.01,0,0.1,0.01,92241
1,13,M,18953,67530,1634,0.22,0.77,0.02,22387,57827,6749,1154,0.25,0.66,0.08,0.01,12022,1885,74210,0.14,0.02,0.84,51751,35480,886,0.59,0.4,0.01,10654,4927,8336,64200,0.12,0.06,0.09,0.73,86220,1125,772,0.98,0.01,0.01,83612,3710,795,0.95,0.04,0.01,9022,42385,9904,25068,0.17,0.82,0.28,0.71,2747,6056,1063,818,3219,873,1200,5640,1469,17622,42912,3344,0.26,0.57,0.1,0.17,0.65,0.18,0.14,0.68,0.18,0.27,0.67,0.05,2799,19223,11041,46303,5016,1697,0.13,0.86,0.19,0.8,0.74,0.25,874,96,874,96,874,96,0.04,0,0.02,0,0.13,0.01,88117
1,14,H,49178,21200,2576,0.67,0.29,0.04,23619,45226,3438,671,0.32,0.62,0.05,0.01,8662,1636,62656,0.12,0.02,0.86,52446,20109,399,0.72,0.28,0.01,72954,0,0,0,1,0,0,0,71590,940,424,0.98,0.01,0.01,69356,3182,416,0.95,0.04,0.01,36530,14462,12618,6716,0.7,0.28,0.63,0.33,23619,45226,3438,0,0,0,0,0,0,0,0,0,0.32,0.62,0.05,0,0,0,0,0,0,0,0,0,15416,7260,30672,13284,2872,533,0.65,0.31,0.68,0.29,0.84,0.16,355,44,355,44,355,44,0.02,0,0.01,0,0.1,0.01,72954
1,14,M,11378,55895,1597,0.17,0.81,0.02,21640,43040,3366,824,0.31,0.62,0.05,0.01,10572,1605,56693,0.15,0.02,0.82,37046,31256,568,0.54,0.45,0.01,8429,3197,4943,52301,0.12,0.05,0.07,0.76,67609,754,507,0.98,0.01,0.01,66013,2347,510,0.96,0.03,0.01,4978,31695,6385,24145,0.13,0.86,0.2,0.77,2561,4668,676,705,2101,377,938,3383,605,17436,32888,1708,0.3,0.55,0.08,0.22,0.66,0.12,0.19,0.68,0.12,0.33,0.63,0.03,2167,18988,6615,35820,2525,814,0.1,0.88,0.15,0.83,0.75,0.24,416,38,416,38,416,38,0.02,0,0.01,0,0.12,0.01,68870
1,15,H,30740,19450,3126,0.58,0.36,0.06,20225,30974,1620,497,0.38,0.58,0.03,0.01,7229,1273,44814,0.14,0.02,0.84,36732,16284,300,0.69,0.31,0.01,53316,0,0,0,1,0,0,0,52424,550,342,0.98,0.01,0.01,51072,1919,325,0.96,0.04,0.01,22244,12677,8477,6757,0.61,0.35,0.52,0.41,20225,30974,1620,0,0,0,0,0,0,0,0,0,0.38,0.58,0.03,0,0,0,0,0,0,0,0,0,10973,7889,18311,11160,1326,277,0.54,0.39,0.59,0.36,0.82,0.17,203,15,203,15,203,15,0.01,0,0.01,0,0.13,0.01,53316
1,15,M,5474,42299,1775,0.11,0.85,0.04,18571,29010,1450,517,0.37,0.59,0.03,0.01,8359,1221,39968,0.17,0.02,0.81,23338,25893,317,0.47,0.52,0.01,6023,2043,2852,38630,0.12,0.04,0.06,0.78,48810,426,312,0.99,0.01,0.01,47794,1444,310,0.96,0.03,0.01,2059,20770,3407,21493,0.09,0.89,0.13,0.83,2223,3194,314,598,1261,176,712,1922,204,15038,22633,756,0.37,0.53,0.05,0.29,0.62,0.09,0.25,0.67,0.07,0.39,0.59,0.02,1216,16602,3241,25042,978,446,0.07,0.89,0.11,0.86,0.67,0.31,197,22,197,22,197,22,0.01,0,0.01,0,0.14,0.02,49548
1,16,H,18138,18091,3791,0.45,0.45,0.09,18185,20766,667,402,0.45,0.52,0.02,0.01,6177,995,32848,0.15,0.02,0.82,25492,14284,244,0.64,0.36,0.01,40020,0,0,0,1,0,0,0,39322,382,316,0.98,0.01,0.01,38513,1196,311,0.96,0.03,0.01,12306,11129,5813,6953,0.48,0.44,0.41,0.49,18185,20766,667,0,0,0,0,0,0,0,0,0,0.45,0.52,0.02,0,0,0,0,0,0,0,0,0,7622,8597,9920,9250,502,146,0.42,0.47,0.48,0.45,0.75,0.22,95,11,95,11,95,11,0.01,0,0,0,0.14,0.02,40020
1,16,M,3175,33471,2306,0.08,0.86,0.06,17677,20327,566,382,0.45,0.52,0.01,0.01,7017,877,31058,0.18,0.02,0.8,15060,23657,235,0.39,0.61,0.01,4893,1466,1721,30872,0.13,0.04,0.04,0.79,38379,342,231,0.99,0.01,0.01,37679,1043,230,0.97,0.03,0.01,969,13483,2201,19949,0.06,0.9,0.09,0.84,2145,2393,155,547,862,49,604,1038,68,14381,16034,294,0.44,0.49,0.03,0.37,0.59,0.03,0.35,0.6,0.04,0.47,0.52,0.01,903,15575,1896,17534,350,193,0.05,0.88,0.09,0.86,0.62,0.34,88,6,88,6,88,6,0,0,0,0,0.16,0.01,38952
1,17,H,7464,13981,3644,0.3,0.56,0.15,12849,11701,248,291,0.51,0.47,0.01,0.01,4344,580,20165,0.17,0.02,0.8,14663,10280,146,0.58,0.41,0.01,25089,0,0,0,1,0,0,0,24660,197,232,0.98,0.01,0.01,24156,701,232,0.96,0.03,0.01,4796,7965,2662,6009,0.33,0.54,0.26,0.58,12849,11701,248,0,0,0,0,0,0,0,0,0,0.51,0.47,0.01,0,0,0,0,0,0,0,0,0,3331,7448,3898,6381,180,52,0.26,0.58,0.33,0.55,0.73,0.21,31,2,31,2,31,2,0,0,0,0,0.13,0.01,25089
