cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,salud_x_escolaridad_c_atencion_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_no_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_formal_x_basico,salud_x_escolaridad_c_atencion_no_formal_x_basico,salud_x_escolaridad_c_atencion_formal_x_avanzado,salud_x_escolaridad_c_atencion_no_formal_x_avanzado,salud_dado_escolaridad_p_atencion_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_no_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_formal_dado_basico,salud_dado_escolaridad_p_atencion_no_formal_dado_basico,salud_dado_escolaridad_p_atencion_formal_dado_avanzado,salud_dado_escolaridad_p_atencion_no_formal_dado_avanzado,poblacion_total
4,14,M,38820,124517,3476,0.23,0.75,0.02,26266,124901,14239,1407,0.16,0.75,0.09,0.01,26251,3028,137534,0.16,0.02,0.82,79676,86121,1016,0.48,0.52,0.01,19652,12031,21271,113859,0.12,0.07,0.13,0.68,163574,2073,1166,0.98,0.01,0.01,157829,7804,1180,0.95,0.05,0.01,14759,64140,24049,60340,0.19,0.81,0.28,0.7,3210,13003,2417,1227,8742,2025,1782,15875,3565,20047,87281,6232,0.16,0.66,0.12,0.1,0.73,0.17,0.08,0.75,0.17,0.18,0.77,0.05,3211,22250,25062,98226,10457,3704,0.12,0.85,0.2,0.79,0.73,0.26,1820,182,1820,182,1820,182,0.07,0.01,0.01,0,0.13,0.01,166813
4,15,H,69231,35580,6737,0.62,0.32,0.06,22471,80108,8176,793,0.2,0.72,0.07,0.01,16736,1932,92880,0.15,0.02,0.83,76254,34788,506,0.68,0.31,0,111548,0,0,0,1,0,0,0,109124,1240,1184,0.98,0.01,0.01,105306,5054,1188,0.94,0.05,0.01,49895,22723,19323,12852,0.65,0.3,0.56,0.37,22471,80108,8176,0,0,0,0,0,0,0,0,0,0.2,0.72,0.07,0,0,0,0,0,0,0,0,0,11639,8821,50378,25631,7073,996,0.52,0.39,0.63,0.32,0.87,0.12,941,57,941,57,941,57,0.04,0,0.01,0,0.12,0.01,111548
4,15,M,21434,95658,3972,0.18,0.79,0.03,24621,88675,6767,1001,0.2,0.73,0.06,0.01,21561,2065,97438,0.18,0.02,0.8,49581,70816,667,0.41,0.58,0.01,14612,7570,11638,87244,0.12,0.06,0.1,0.72,118803,1355,906,0.98,0.01,0.01,115276,4867,921,0.95,0.04,0.01,6780,41891,14647,53744,0.14,0.84,0.21,0.76,2937,9661,1338,1129,5555,861,1342,8779,1489,19213,64680,3079,0.2,0.66,0.09,0.15,0.73,0.11,0.12,0.75,0.13,0.22,0.74,0.04,2164,21324,14467,72091,4746,1938,0.09,0.87,0.16,0.81,0.7,0.29,979,58,979,58,979,58,0.04,0,0.01,0,0.14,0.01,121064
4,16,H,40449,32164,7144,0.51,0.4,0.09,20234,55031,3846,646,0.25,0.69,0.05,0.01,13873,1462,64422,0.17,0.02,0.81,51380,27968,409,0.64,0.35,0.01,79757,0,0,0,1,0,0,0,77719,810,1228,0.97,0.01,0.02,75285,3230,1242,0.94,0.04,0.02,28084,19672,12359,12486,0.55,0.38,0.44,0.45,20234,55031,3846,0,0,0,0,0,0,0,0,0,0.25,0.69,0.05,0,0,0,0,0,0,0,0,0,8054,9681,29084,21798,3218,562,0.4,0.48,0.53,0.4,0.84,0.15,558,34,558,34,558,34,0.03,0,0.01,0,0.15,0.01,79757
4,16,M,12892,72015,4704,0.14,0.8,0.05,23458,62336,2945,872,0.26,0.7,0.03,0.01,17300,1582,70729,0.19,0.02,0.79,28741,60371,499,0.32,0.67,0.01,11341,4793,6312,67165,0.13,0.05,0.07,0.75,87904,822,885,0.98,0.01,0.01,85653,3069,889,0.96,0.03,0.01,2983,24827,9905,47168,0.1,0.86,0.16,0.78,2740,7319,755,1033,3419,320,1171,4631,488,18514,46967,1382,0.24,0.65,0.07,0.22,0.71,0.07,0.19,0.73,0.08,0.28,0.7,0.02,1614,20162,9274,50618,1957,913,0.07,0.86,0.15,0.81,0.66,0.31,447,34,447,34,447,34,0.02,0,0.01,0,0.15,0.01,89611
4,17,H,18950,24431,6244,0.38,0.49,0.13,15234,32252,1699,440,0.31,0.65,0.03,0.01,9505,874,39246,0.19,0.02,0.79,29085,20287,253,0.59,0.41,0.01,49625,0,0,0,1,0,0,0,48116,476,1033,0.97,0.01,0.02,46792,1800,1033,0.94,0.04,0.02,12286,13919,6658,10507,0.42,0.48,0.33,0.52,15234,32252,1699,0,0,0,0,0,0,0,0,0,0.31,0.65,0.03,0,0,0,0,0,0,0,0,0,4122,8620,13420,15396,1346,314,0.27,0.57,0.42,0.48,0.79,0.18,263,13,263,13,263,13,0.02,0,0.01,0,0.15,0.01,49625
4,17,M,7556,49071,5358,0.12,0.79,0.09,19316,40666,1344,659,0.31,0.66,0.02,0.01,12624,1102,48259,0.2,0.02,0.78,14174,47458,353,0.23,0.77,0.01,8266,3041,3610,47068,0.13,0.05,0.06,0.76,60550,573,862,0.98,0.01,0.01,58954,2150,881,0.95,0.03,0.01,1213,12117,6343,36941,0.09,0.85,0.13,0.78,2390,5132,366,860,2031,130,891,2529,171,15175,30974,677,0.29,0.62,0.04,0.28,0.67,0.04,0.25,0.7,0.05,0.32,0.66,0.01,966,16181,5688,32236,866,413,0.05,0.84,0.14,0.79,0.64,0.31,209,7,209,7,209,7,0.01,0,0.01,0,0.16,0.01,61985
4,18,H,7687,14497,4078,0.29,0.55,0.16,9078,16153,747,284,0.35,0.62,0.03,0.01,5341,469,20452,0.2,0.02,0.78,13507,12593,162,0.51,0.48,0.01,26262,0,0,0,1,0,0,0,25227,248,787,0.96,0.01,0.03,24498,977,787,0.93,0.04,0.03,4599,7270,3087,7224,0.34,0.54,0.25,0.57,9078,16153,747,0,0,0,0,0,0,0,0,0,0.35,0.62,0.03,0,0,0,0,0,0,0,0,0,1675,5583,5421,8683,560,160,0.18,0.62,0.34,0.54,0.75,0.21,139,6,139,6,139,6,0.02,0,0.01,0,0.19,0.01,26262
4,18,M,3953,26486,4147,0.11,0.77,0.12,12113,21433,592,448,0.35,0.62,0.02,0.01,7144,552,26890,0.21,0.02,0.78,5599,28740,247,0.16,0.83,0.01,5034,1614,1850,26088,0.15,0.05,0.05,0.75,33501,379,706,0.97,0.01,0.02,32670,1208,708,0.94,0.03,0.02,493,4582,3458,21895,0.09,0.82,0.12,0.76,1638,2956,175,495,1047,65,559,1210,68,9421,16220,284,0.33,0.59,0.03,0.31,0.65,0.04,0.3,0.65,0.04,0.36,0.62,0.01,587,9844,2993,16270,347,210,0.05,0.81,0.14,0.76,0.59,0.35,92,3,92,3,92,3,0.01,0,0,0,0.16,0.01,34586
4,19,H,2303,5865,1820,0.23,0.59,0.18,3786,5785,293,124,0.38,0.58,0.03,0.01,1896,159,7933,0.19,0.02,0.79,4415,5494,79,0.44,0.55,0.01,9988,0,0,0,1,0,0,0,9543,112,333,0.96,0.01,0.03,9229,418,341,0.92,0.04,0.03,1257,2554,1044,3308,0.28,0.58,0.19,0.6,3786,5785,293,0,0,0,0,0,0,0,0,0,0.38,0.58,0.03,0,0,0,0,0,0,0,0,0,496,2471,1593,3285,203,72,0.13,0.65,0.28,0.57,0.69,0.25,32,0,32,0,32,0,0.01,0,0.01,0,0.11,0,9988
4,19,M,1631,10511,2257,0.11,0.73,0.16,5364,8582,250,203,0.37,0.6,0.02,0.01,2778,216,11405,0.19,0.02,0.79,1637,12647,115,0.11,0.88,0.01,2229,700,741,10729,0.15,0.05,0.05,0.75,13895,152,352,0.96,0.01,0.02,13463,576,360,0.93,0.04,0.03,183,1259,1448,9248,0.11,0.77,0.11,0.73,797,1236,74,209,453,32,253,449,33,4105,6444,111,0.36,0.55,0.03,0.3,0.65,0.05,0.34,0.61,0.04,0.38,0.6,0.01,250,4130,1224,6212,148,93,0.05,0.77,0.14,0.72,0.59,0.37,36,1,36,1,36,1,0.01,0,0,0,0.14,0,14399
4,20,H,633,1663,505,0.23,0.59,0.18,1094,1571,91,45,0.39,0.56,0.03,0.02,486,56,2259,0.17,0.02,0.81,1056,1717,28,0.38,0.61,0.01,2801,0,0,0,1,0,0,0,2663,39,99,0.95,0.01,0.04,2569,127,105,0.92,0.05,0.04,337,596,296,1067,0.32,0.56,0.17,0.62,1094,1571,91,0,0,0,0,0,0,0,0,0,0.39,0.56,0.03,0,0,0,0,0,0,0,0,0,115,726,451,905,64,22,0.11,0.66,0.29,0.58,0.7,0.24,5,0,5,0,5,0,0,0,0,0,0.05,0,2801
4,20,M,471,3228,714,0.11,0.73,0.16,1733,2518,93,69,0.39,0.57,0.02,0.02,773,67,3573,0.18,0.02,0.81,529,3852,32,0.12,0.87,0.01,732,238,253,3190,0.17,0.05,0.06,0.72,4226,49,138,0.96,0.01,0.03,4089,184,140,0.93,0.04,0.03,77,399,394,2829,0.15,0.75,0.1,0.73,288,375,29,80,142,15,83,153,15,1282,1848,34,0.39,0.51,0.04,0.34,0.6,0.06,0.33,0.6,0.06,0.4,0.58,0.01,74,1326,344,1829,49,42,0.04,0.77,0.14,0.73,0.53,0.45,8,0,8,0,8,0,0,0,0,0,0.09,0,4413
4,21,H,667,516,139,0.5,0.39,0.11,329,845,114,34,0.25,0.64,0.09,0.03,117,18,1187,0.09,0.01,0.9,645,646,31,0.49,0.49,0.02,1322,0,0,0,1,0,0,0,1237,46,39,0.94,0.03,0.03,1148,132,42,0.87,0.1,0.03,398,212,269,302,0.62,0.33,0.42,0.47,329,845,114,0,0,0,0,0,0,0,0,0,0.25,0.64,0.09,0,0,0,0,0,0,0,0,0,82,192,495,290,89,25,0.25,0.58,0.59,0.34,0.78,0.22,4,1,4,1,4,1,0.01,0,0,0,0.04,0.01,1322
4,21,M,301,1113,205,0.19,0.69,0.13,483,991,109,36,0.3,0.61,0.07,0.02,182,25,1412,0.11,0.02,0.87,460,1123,36,0.28,0.69,0.02,391,169,147,912,0.24,0.1,0.09,0.56,1515,59,45,0.94,0.04,0.03,1389,180,50,0.86,0.11,0.03,120,320,181,790,0.26,0.7,0.16,0.7,78,248,34,29,107,33,29,97,21,347,539,21,0.2,0.63,0.09,0.17,0.63,0.2,0.2,0.66,0.14,0.38,0.59,0.02,30,357,217,695,54,54,0.06,0.74,0.22,0.7,0.5,0.5,12,0,12,0,12,0,0.02,0,0.01,0,0.11,0,1619
