cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,poblacion_total
0,1,H,0,0,609,0,0,1,0,0,0,609,0,0,0,1,101,14,494,0.17,0.02,0.81,0,0,609,0,0,1,609,0,0,0,1,0,0,0,465,20,124,0.76,0.03,0.2,0,0,609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
0,1,M,0,0,537,0,0,1,0,0,0,537,0,0,0,1,79,16,442,0.15,0.03,0.82,0,0,537,0,0,1,537,0,0,0,1,0,0,0,399,19,119,0.74,0.04,0.22,0,0,537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
0,2,H,0,0,651,0,0,1,10,623,0,18,0.02,0.96,0,0.03,60,18,573,0.09,0.03,0.88,0,0,651,0,0,1,651,0,0,0,1,0,0,0,619,29,3,0.95,0.04,0,573,67,11,0.88,0.1,0.02,0,0,0,0,0,0,0,0,10,623,0,0,0,0,0,0,0,0,0,0,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
0,2,M,0,0,656,0,0,1,11,633,0,12,0.02,0.96,0,0.02,49,16,591,0.07,0.02,0.9,0,0,656,0,0,1,656,0,0,0,1,0,0,0,631,22,3,0.96,0.03,0,569,79,8,0.87,0.12,0.01,0,0,0,0,0,0,0,0,11,633,0,0,0,0,0,0,0,0,0,0,0.02,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
0,3,H,18,772,14,0.02,0.96,0.02,6,792,0,6,0.01,0.99,0,0.01,62,15,727,0.08,0.02,0.9,5,786,13,0.01,0.98,0.02,804,0,0,0,1,0,0,0,774,17,13,0.96,0.02,0.02,718,72,14,0.89,0.09,0.02,1,4,17,766,0.2,0.8,0.02,0.97,6,792,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,6,18,764,0,0,0,1,0.02,0.96,0,0,804
0,3,M,2,759,15,0,0.98,0.02,5,768,0,3,0.01,0.99,0,0,53,22,701,0.07,0.03,0.9,6,763,7,0.01,0.98,0.01,772,4,0,0,0.99,0.01,0,0,749,20,7,0.97,0.03,0.01,702,67,7,0.9,0.09,0.01,0,6,2,753,0,1,0,0.99,5,764,0,0,4,0,0,0,0,0,0,0,0.01,0.99,0,0,1,0,0,0,0,0,0,0,0,5,2,753,0,0,0,1,0,0.98,0,0,776
0,4,H,207,615,20,0.25,0.73,0.02,13,779,38,12,0.02,0.93,0.05,0.01,58,20,764,0.07,0.02,0.91,37,786,19,0.04,0.93,0.02,842,0,0,0,1,0,0,0,796,28,18,0.95,0.03,0.02,764,61,17,0.91,0.07,0.02,25,12,182,602,0.68,0.32,0.23,0.77,13,779,38,0,0,0,0,0,0,0,0,0,0.02,0.93,0.05,0,0,0,0,0,0,0,0,0,2,11,198,570,7,31,0.15,0.85,0.25,0.73,0.18,0.82,842
0,4,M,53,690,17,0.07,0.91,0.02,6,685,60,9,0.01,0.9,0.08,0.01,71,18,671,0.09,0.02,0.88,125,619,16,0.16,0.81,0.02,641,108,9,2,0.84,0.14,0.01,0,714,32,14,0.94,0.04,0.02,688,57,15,0.91,0.08,0.02,6,119,47,571,0.05,0.95,0.08,0.92,5,575,53,1,100,6,0,9,0,0,1,1,0.01,0.9,0.08,0.01,0.93,0.06,0,1,0,0,0.5,0.5,0,5,48,629,5,55,0,0.83,0.07,0.92,0.08,0.92,760
0,5,H,344,303,21,0.51,0.45,0.03,8,542,104,14,0.01,0.81,0.16,0.02,57,21,590,0.09,0.03,0.88,137,518,13,0.21,0.78,0.02,668,0,0,0,1,0,0,0,601,47,20,0.9,0.07,0.03,576,72,20,0.86,0.11,0.03,101,33,243,269,0.74,0.24,0.47,0.52,8,542,104,0,0,0,0,0,0,0,0,0,0.01,0.81,0.16,0,0,0,0,0,0,0,0,0,2,6,318,215,23,81,0.25,0.75,0.59,0.4,0.22,0.78,668
0,5,M,158,487,7,0.24,0.75,0.01,4,510,134,4,0.01,0.78,0.21,0.01,71,13,568,0.11,0.02,0.87,288,358,6,0.44,0.55,0.01,289,258,89,16,0.44,0.4,0.14,0.02,602,44,6,0.92,0.07,0.01,551,95,6,0.85,0.15,0.01,47,240,111,246,0.16,0.83,0.31,0.69,3,184,98,1,223,34,0,88,1,0,15,1,0.01,0.64,0.34,0,0.86,0.13,0,0.99,0.01,0,0.94,0.06,0,4,116,391,42,92,0,1,0.23,0.77,0.31,0.69,652
0,6,H,399,182,7,0.68,0.31,0.01,13,482,90,3,0.02,0.82,0.15,0.01,34,8,546,0.06,0.01,0.93,282,304,2,0.48,0.52,0,588,0,0,0,1,0,0,0,560,23,5,0.95,0.04,0.01,514,69,5,0.87,0.12,0.01,218,63,181,119,0.77,0.22,0.6,0.39,13,482,90,0,0,0,0,0,0,0,0,0,0.02,0.82,0.15,0,0,0,0,0,0,0,0,0,8,5,333,143,56,34,0.62,0.38,0.69,0.3,0.62,0.38,588
0,6,M,167,406,5,0.29,0.7,0.01,10,445,116,7,0.02,0.77,0.2,0.01,64,11,503,0.11,0.02,0.87,326,248,4,0.56,0.43,0.01,140,208,166,64,0.24,0.36,0.29,0.11,548,27,3,0.95,0.05,0.01,492,83,3,0.85,0.14,0.01,64,262,103,144,0.2,0.8,0.42,0.58,3,79,51,4,157,47,0,152,14,3,57,4,0.02,0.56,0.36,0.02,0.75,0.23,0,0.92,0.08,0.05,0.89,0.06,0,9,106,339,60,56,0,0.9,0.24,0.76,0.52,0.48,578
0,7,H,393,177,22,0.66,0.3,0.04,28,490,71,3,0.05,0.83,0.12,0.01,55,19,518,0.09,0.03,0.88,379,211,2,0.64,0.36,0,592,0,0,0,1,0,0,0,550,21,21,0.93,0.04,0.04,502,70,20,0.85,0.12,0.03,280,90,113,87,0.74,0.24,0.54,0.41,28,490,71,0,0,0,0,0,0,0,0,0,0.05,0.83,0.12,0,0,0,0,0,0,0,0,0,10,17,344,130,38,30,0.36,0.61,0.7,0.27,0.54,0.42,592
0,7,M,189,388,5,0.32,0.67,0.01,17,459,101,5,0.03,0.79,0.17,0.01,55,11,516,0.09,0.02,0.89,377,200,5,0.65,0.34,0.01,91,145,195,151,0.16,0.25,0.34,0.26,551,28,3,0.95,0.05,0.01,503,76,3,0.86,0.13,0.01,94,282,95,105,0.25,0.75,0.48,0.53,9,54,24,0,112,32,3,161,31,5,132,14,0.1,0.59,0.26,0,0.77,0.22,0.02,0.83,0.16,0.03,0.87,0.09,3,14,125,333,61,40,0.18,0.82,0.27,0.73,0.6,0.4,582
0,8,H,414,141,15,0.73,0.25,0.03,19,480,64,7,0.03,0.84,0.11,0.01,54,20,496,0.09,0.04,0.87,389,176,5,0.68,0.31,0.01,570,0,0,0,1,0,0,0,534,21,15,0.94,0.04,0.03,502,53,15,0.88,0.09,0.03,286,96,128,45,0.74,0.25,0.73,0.26,19,480,64,0,0,0,0,0,0,0,0,0,0.03,0.84,0.11,0,0,0,0,0,0,0,0,0,14,5,348,123,51,12,0.74,0.26,0.73,0.26,0.8,0.19,570
0,8,M,167,368,2,0.31,0.69,0,15,430,89,3,0.03,0.8,0.17,0.01,58,11,468,0.11,0.02,0.87,355,180,2,0.66,0.34,0,62,76,174,225,0.12,0.14,0.32,0.42,515,20,2,0.96,0.04,0,480,55,2,0.89,0.1,0,88,267,79,101,0.25,0.75,0.44,0.56,5,40,15,1,47,28,3,138,33,6,205,13,0.08,0.65,0.24,0.01,0.62,0.37,0.02,0.79,0.19,0.03,0.91,0.06,2,13,115,315,50,39,0.13,0.87,0.27,0.73,0.56,0.44,537
0,9,H,381,128,11,0.73,0.25,0.02,22,456,39,3,0.04,0.88,0.08,0.01,40,17,463,0.08,0.03,0.89,350,167,3,0.67,0.32,0.01,520,0,0,0,1,0,0,0,495,15,10,0.95,0.03,0.02,463,47,10,0.89,0.09,0.02,269,76,112,52,0.77,0.22,0.67,0.31,22,456,39,0,0,0,0,0,0,0,0,0,0.04,0.88,0.08,0,0,0,0,0,0,0,0,0,11,9,336,114,34,5,0.5,0.41,0.74,0.25,0.87,0.13,520
0,9,M,149,336,5,0.3,0.69,0.01,20,419,46,5,0.04,0.86,0.09,0.01,69,21,400,0.14,0.04,0.82,305,181,4,0.62,0.37,0.01,58,64,130,238,0.12,0.13,0.27,0.49,478,9,3,0.98,0.02,0.01,455,32,3,0.93,0.07,0.01,73,232,76,104,0.24,0.76,0.42,0.57,2,47,5,2,54,8,2,108,19,14,210,14,0.03,0.81,0.09,0.03,0.84,0.13,0.02,0.83,0.15,0.06,0.88,0.06,4,16,113,305,31,15,0.2,0.8,0.27,0.73,0.67,0.33,490
0,10,H,345,141,5,0.7,0.29,0.01,35,426,29,1,0.07,0.87,0.06,0,46,18,427,0.09,0.04,0.87,349,141,1,0.71,0.29,0,491,0,0,0,1,0,0,0,485,2,4,0.99,0,0.01,451,37,3,0.92,0.08,0.01,242,103,103,38,0.69,0.3,0.73,0.27,35,426,29,0,0,0,0,0,0,0,0,0,0.07,0.87,0.06,0,0,0,0,0,0,0,0,0,24,11,299,123,22,7,0.69,0.31,0.7,0.29,0.76,0.24,491
0,10,M,114,329,0,0.26,0.74,0,13,387,41,2,0.03,0.87,0.09,0,71,22,350,0.16,0.05,0.79,314,129,0,0.71,0.29,0,40,35,101,267,0.09,0.08,0.23,0.6,434,9,0,0.98,0.02,0,414,29,0,0.93,0.07,0,58,256,56,73,0.18,0.82,0.43,0.57,3,29,7,1,30,4,0,84,17,9,244,13,0.08,0.73,0.18,0.03,0.86,0.11,0,0.83,0.17,0.03,0.91,0.05,4,9,83,304,26,15,0.31,0.69,0.21,0.79,0.63,0.37,443
0,11,H,325,144,5,0.69,0.3,0.01,39,407,27,1,0.08,0.86,0.06,0,66,12,396,0.14,0.03,0.84,347,125,2,0.73,0.26,0,474,0,0,0,1,0,0,0,460,11,3,0.97,0.02,0.01,435,36,3,0.92,0.08,0.01,248,97,77,47,0.71,0.28,0.62,0.38,39,407,27,0,0,0,0,0,0,0,0,0,0.08,0.86,0.06,0,0,0,0,0,0,0,0,0,22,17,282,121,21,6,0.56,0.44,0.69,0.3,0.78,0.22,474
0,11,M,115,350,5,0.24,0.74,0.01,31,401,33,5,0.07,0.85,0.07,0.01,82,16,372,0.17,0.03,0.79,303,164,3,0.64,0.35,0.01,41,49,89,291,0.09,0.1,0.19,0.62,459,7,4,0.98,0.01,0.01,446,20,4,0.95,0.04,0.01,55,247,60,103,0.18,0.82,0.37,0.63,5,27,6,2,41,6,4,72,11,20,261,10,0.12,0.66,0.15,0.04,0.84,0.12,0.04,0.81,0.12,0.07,0.9,0.03,5,26,83,316,26,7,0.16,0.84,0.21,0.79,0.79,0.21,470
0,12,H,304,129,8,0.69,0.29,0.02,42,371,23,5,0.1,0.84,0.05,0.01,74,14,353,0.17,0.03,0.8,328,111,2,0.74,0.25,0,441,0,0,0,1,0,0,0,426,11,4,0.97,0.02,0.01,413,24,4,0.94,0.05,0.01,232,92,72,37,0.71,0.28,0.65,0.33,42,371,23,0,0,0,0,0,0,0,0,0,0.1,0.84,0.05,0,0,0,0,0,0,0,0,0,25,17,262,103,15,8,0.6,0.4,0.71,0.28,0.65,0.35,441
0,12,M,74,279,5,0.21,0.78,0.01,39,293,22,4,0.11,0.82,0.06,0.01,95,13,250,0.27,0.04,0.7,228,126,4,0.64,0.35,0.01,42,34,52,230,0.12,0.09,0.15,0.64,346,8,4,0.97,0.02,0.01,327,27,4,0.91,0.08,0.01,38,189,36,90,0.17,0.83,0.29,0.71,6,30,2,3,25,6,3,45,4,27,193,10,0.14,0.71,0.05,0.09,0.74,0.18,0.06,0.87,0.08,0.12,0.84,0.04,3,35,59,234,12,10,0.08,0.9,0.2,0.8,0.55,0.45,358
0,13,H,211,132,5,0.61,0.38,0.01,48,283,14,3,0.14,0.81,0.04,0.01,60,9,279,0.17,0.03,0.8,231,116,1,0.66,0.33,0,348,0,0,0,1,0,0,0,341,6,1,0.98,0.02,0,336,11,1,0.97,0.03,0,149,79,62,53,0.65,0.34,0.53,0.46,48,283,14,0,0,0,0,0,0,0,0,0,0.14,0.81,0.04,0,0,0,0,0,0,0,0,0,22,25,179,101,10,4,0.46,0.52,0.63,0.36,0.71,0.29,348
0,13,M,57,260,2,0.18,0.82,0.01,42,256,19,2,0.13,0.8,0.06,0.01,77,12,230,0.24,0.04,0.72,170,148,1,0.53,0.46,0,36,16,40,227,0.11,0.05,0.13,0.71,315,3,1,0.99,0.01,0,309,9,1,0.97,0.03,0,27,142,30,118,0.16,0.84,0.2,0.8,3,30,2,2,14,0,4,33,3,33,179,14,0.08,0.83,0.06,0.13,0.88,0,0.1,0.83,0.08,0.15,0.79,0.06,7,35,37,218,13,6,0.17,0.83,0.14,0.85,0.68,0.32,319
0,14,H,151,128,8,0.53,0.45,0.03,55,219,13,0,0.19,0.76,0.05,0,72,12,203,0.25,0.04,0.71,202,85,0,0.7,0.3,0,287,0,0,0,1,0,0,0,284,3,0,0.99,0.01,0,278,9,0,0.97,0.03,0,112,85,39,43,0.55,0.42,0.46,0.51,55,219,13,0,0,0,0,0,0,0,0,0,0.19,0.76,0.05,0,0,0,0,0,0,0,0,0,27,26,112,101,12,1,0.49,0.47,0.51,0.46,0.92,0.08,287
0,14,M,28,202,3,0.12,0.87,0.01,34,180,18,1,0.15,0.77,0.08,0,68,9,156,0.29,0.04,0.67,122,110,1,0.52,0.47,0,29,15,18,171,0.12,0.06,0.08,0.73,229,4,0,0.98,0.02,0,223,10,0,0.96,0.04,0,13,108,15,94,0.11,0.89,0.14,0.85,2,22,5,1,12,2,0,17,1,31,129,10,0.07,0.76,0.17,0.07,0.8,0.13,0,0.94,0.06,0.18,0.75,0.06,2,32,16,161,10,8,0.06,0.94,0.09,0.89,0.56,0.44,233
0,15,H,98,113,6,0.45,0.52,0.03,48,163,4,2,0.22,0.75,0.02,0.01,50,5,162,0.23,0.02,0.75,149,68,0,0.69,0.31,0,217,0,0,0,1,0,0,0,214,2,1,0.99,0.01,0,208,8,1,0.96,0.04,0,67,77,31,36,0.45,0.52,0.46,0.53,48,163,4,0,0,0,0,0,0,0,0,0,0.22,0.75,0.02,0,0,0,0,0,0,0,0,0,19,28,75,83,4,0,0.4,0.58,0.46,0.51,1,0,217
0,15,M,15,190,5,0.07,0.9,0.02,76,128,6,0,0.36,0.61,0.03,0,61,10,139,0.29,0.05,0.66,98,112,0,0.47,0.53,0,25,11,18,156,0.12,0.05,0.09,0.74,204,2,4,0.97,0.01,0.02,198,8,4,0.94,0.04,0.02,6,91,9,99,0.06,0.93,0.08,0.88,10,12,3,3,6,2,4,14,0,59,96,1,0.4,0.48,0.12,0.27,0.55,0.18,0.22,0.78,0,0.38,0.62,0.01,4,71,8,117,3,2,0.05,0.93,0.06,0.91,0.5,0.33,210
0,16,H,66,83,13,0.41,0.51,0.08,39,122,1,0,0.24,0.75,0.01,0,48,6,108,0.3,0.04,0.67,102,60,0,0.63,0.37,0,162,0,0,0,1,0,0,0,156,2,4,0.96,0.01,0.02,155,3,4,0.96,0.02,0.02,41,55,25,28,0.4,0.54,0.42,0.47,39,122,1,0,0,0,0,0,0,0,0,0,0.24,0.75,0.01,0,0,0,0,0,0,0,0,0,14,19,51,64,1,0,0.36,0.49,0.42,0.52,1,0,162
0,16,M,10,142,6,0.06,0.9,0.04,60,97,0,1,0.38,0.61,0,0.01,48,4,106,0.3,0.03,0.67,66,92,0,0.42,0.58,0,15,7,7,129,0.09,0.04,0.04,0.82,157,0,1,0.99,0,0.01,152,5,1,0.96,0.03,0.01,4,62,6,80,0.06,0.94,0.07,0.87,4,10,0,0,7,0,5,2,0,51,78,0,0.27,0.67,0,0,1,0,0.71,0.29,0,0.4,0.6,0,2,55,8,87,0,0,0.03,0.92,0.08,0.9,0,0,158
0,17,H,29,76,12,0.25,0.65,0.1,31,82,2,2,0.26,0.7,0.02,0.02,33,5,79,0.28,0.04,0.68,64,52,1,0.55,0.44,0.01,117,0,0,0,1,0,0,0,110,2,5,0.94,0.02,0.04,108,4,5,0.92,0.03,0.04,22,39,7,37,0.34,0.61,0.13,0.71,31,82,2,0,0,0,0,0,0,0,0,0,0.26,0.7,0.02,0,0,0,0,0,0,0,0,0,10,21,17,54,1,1,0.32,0.68,0.21,0.66,0.5,0.5,117
0,17,M,8,113,11,0.06,0.86,0.08,50,80,0,2,0.38,0.61,0,0.02,38,4,90,0.29,0.03,0.68,31,99,2,0.23,0.75,0.02,16,6,7,103,0.12,0.05,0.05,0.78,127,2,3,0.96,0.02,0.02,126,3,3,0.95,0.02,0.02,1,28,7,85,0.03,0.9,0.07,0.86,4,10,0,2,4,0,2,5,0,42,61,0,0.25,0.63,0,0.33,0.67,0,0.29,0.71,0,0.41,0.59,0,1,46,7,67,0,0,0.02,0.92,0.09,0.84,0,0,132
0,18,H,8,51,5,0.13,0.8,0.08,22,42,0,0,0.34,0.66,0,0,18,1,45,0.28,0.02,0.7,34,30,0,0.53,0.47,0,64,0,0,0,1,0,0,0,63,0,1,0.98,0,0.02,62,1,1,0.97,0.02,0.02,5,27,3,24,0.15,0.79,0.1,0.8,22,42,0,0,0,0,0,0,0,0,0,0,0.34,0.66,0,0,0,0,0,0,0,0,0,0,2,17,6,34,0,0,0.09,0.77,0.14,0.81,0,0,64
0,18,M,0,66,4,0,0.94,0.06,28,42,0,0,0.4,0.6,0,0,24,4,42,0.34,0.06,0.6,12,58,0,0.17,0.83,0,10,4,6,50,0.14,0.06,0.09,0.71,69,0,1,0.99,0,0.01,69,0,1,0.99,0,0.01,0,11,0,55,0,0.92,0,0.95,7,3,0,0,4,0,1,5,0,20,30,0,0.7,0.3,0,0,1,0,0.17,0.83,0,0.4,0.6,0,0,26,0,40,0,0,0,0.93,0,0.95,0,0,70
0,19,H,1,14,5,0.05,0.7,0.25,6,14,0,0,0.3,0.7,0,0,5,1,14,0.25,0.05,0.7,8,12,0,0.4,0.6,0,20,0,0,0,1,0,0,0,20,0,0,1,0,0,20,0,0,1,0,0,0,4,1,10,0,0.5,0.08,0.83,6,14,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0.67,0.07,0.71,0,0,20
0,19,M,2,25,1,0.07,0.89,0.04,14,14,0,0,0.5,0.5,0,0,7,0,21,0.25,0,0.75,5,23,0,0.18,0.82,0,5,0,0,23,0.18,0,0,0.82,28,0,0,1,0,0,28,0,0,1,0,0,0,5,2,20,0,1,0.09,0.87,3,2,0,0,0,0,0,0,0,11,12,0,0.6,0.4,0,0,0,0,0,0,0,0.48,0.52,0,0,14,2,11,0,0,0,1,0.14,0.79,0,0,28
0,20,H,2,3,0,0.4,0.6,0,1,4,0,0,0.2,0.8,0,0,3,0,2,0.6,0,0.4,2,3,0,0.4,0.6,0,5,0,0,0,1,0,0,0,5,0,0,1,0,0,5,0,0,1,0,0,1,1,1,2,0.5,0.5,0.33,0.67,1,4,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0.5,0.5,0,0,5
0,20,M,0,4,0,0,1,0,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0,1,0,3,0,0.25,0,0.75,4,0,0,1,0,0,4,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,4
0,21,H,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,M,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,H,0,0,2651,0,0,1,0,0,0,2651,0,0,0,1,219,49,2383,0.08,0.02,0.9,0,0,2651,0,0,1,2651,0,0,0,1,0,0,0,1997,89,565,0.75,0.03,0.21,0,0,2651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651
1,1,M,0,0,2542,0,0,1,0,0,0,2542,0,0,0,1,179,45,2318,0.07,0.02,0.91,0,0,2542,0,0,1,2542,0,0,0,1,0,0,0,1930,76,536,0.76,0.03,0.21,0,0,2542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542
1,2,H,0,0,3044,0,0,1,107,2872,0,65,0.04,0.94,0,0.02,134,33,2877,0.04,0.01,0.95,0,0,3044,0,0,1,3044,0,0,0,1,0,0,0,2941,84,19,0.97,0.03,0.01,2685,296,63,0.88,0.1,0.02,0,0,0,0,0,0,0,0,107,2872,0,0,0,0,0,0,0,0,0,0,0.04,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044
1,2,M,0,0,2835,0,0,1,79,2693,0,63,0.03,0.95,0,0.02,120,45,2670,0.04,0.02,0.94,0,0,2835,0,0,1,2835,0,0,0,1,0,0,0,2732,77,26,0.96,0.03,0.01,2487,267,81,0.88,0.09,0.03,0,0,0,0,0,0,0,0,79,2693,0,0,0,0,0,0,0,0,0,0,0.03,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835
1,3,H,63,3079,93,0.02,0.95,0.03,54,3159,0,22,0.02,0.98,0,0.01,95,34,3106,0.03,0.01,0.96,47,3133,55,0.01,0.97,0.02,3235,0,0,0,1,0,0,0,3103,78,54,0.96,0.02,0.02,2916,268,51,0.9,0.08,0.02,9,38,53,3034,0.19,0.81,0.02,0.97,54,3159,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,0,0,0,0,6,44,56,3029,0,0,0.11,0.81,0.02,0.96,0,0,3235
1,3,M,16,2852,90,0.01,0.96,0.03,23,2918,0,17,0.01,0.99,0,0.01,109,31,2818,0.04,0.01,0.95,59,2849,50,0.02,0.96,0.02,2936,14,5,3,0.99,0,0,0,2838,73,47,0.96,0.02,0.02,2667,243,48,0.9,0.08,0.02,7,51,9,2796,0.12,0.86,0,0.98,21,2898,0,0,14,0,2,3,0,0,3,0,0.01,0.99,0,0,1,0,0.4,0.6,0,0,1,0,3,18,12,2830,0,0,0.13,0.78,0,0.97,0,0,2958
1,4,H,572,2304,137,0.19,0.76,0.05,56,2733,138,86,0.02,0.91,0.05,0.03,90,35,2888,0.03,0.01,0.96,164,2723,126,0.05,0.9,0.04,3013,0,0,0,1,0,0,0,2831,70,112,0.94,0.02,0.04,2692,206,115,0.89,0.07,0.04,88,73,484,2222,0.54,0.45,0.18,0.82,56,2733,138,0,0,0,0,0,0,0,0,0,0.02,0.91,0.05,0,0,0,0,0,0,0,0,0,21,32,535,2137,9,129,0.38,0.57,0.2,0.78,0.07,0.93,3013
1,4,M,161,2572,42,0.06,0.93,0.02,41,2484,234,16,0.01,0.9,0.08,0.01,137,33,2605,0.05,0.01,0.94,645,2092,38,0.23,0.75,0.01,2254,443,70,8,0.81,0.16,0.03,0,2645,94,36,0.95,0.03,0.01,2508,229,38,0.9,0.08,0.01,42,603,119,1966,0.07,0.93,0.06,0.94,31,1981,226,7,430,6,1,67,2,2,6,0,0.01,0.88,0.1,0.02,0.97,0.01,0.01,0.96,0.03,0.25,0.75,0,7,33,140,2316,14,220,0.17,0.8,0.06,0.93,0.06,0.94,2775
