,u_dpto,u_mpio,poblacion,alfabetizacion,analfabetismo,escolarizado,descolarizado,remunerado,no_remunerado,atencion_formal,atencion_informal,no_necesita_atencion,sexo_m,sexo_f,departamento,municipio,labels
1101,05,237,14208,0.895904,0.104096,0.906532,0.093468,0.452562,0.547438,0.027872,0.002675,0.969454,6563,7645,ANTIOQUIA,DON MATIAS,3
1102,05,240,10338,0.826659,0.173341,0.853453,0.146547,0.385955,0.614045,0.149449,0.025634,0.824918,5285,5053,ANTIOQUIA,EBEJICO,4
1103,05,250,47642,0.786533,0.213467,0.811112,0.188888,0.334768,0.665232,0.034214,0.009215,0.956572,23851,23791,ANTIOQUIA,EL BAGRE,1
1104,52,385,5321,0.846269,0.153731,0.871829,0.128171,0.268559,0.731441,0.089645,0.008645,0.90171,2627,2694,NARIÑO,LA LLANADA,0
1105,52,390,5847,0.709595,0.290405,0.76877,0.23123,0.260133,0.739867,0.086198,0.020694,0.893108,2933,2914,NARIÑO,LA TOLA,1
1106,52,405,8201,0.805633,0.194367,0.827704,0.172296,0.318132,0.681868,0.088282,0.023412,0.888306,4264,3937,NARIÑO,LEIVA,1
1107,52,565,4619,0.870102,0.129898,0.886556,0.113444,0.160208,0.839792,0.056289,0.003897,0.939814,2240,2379,NARIÑO,PROVIDENCIA,0
1108,52,585,16431,0.900615,0.099385,0.918995,0.081005,0.365468,0.634532,0.148743,0.011746,0.839511,8060,8371,NARIÑO,PUPIALES,3
1109,52,612,18067,0.687386,0.312614,0.694581,0.305419,0.272707,0.727293,0.147008,0.015443,0.837549,9225,8842,NARIÑO,RICAURTE,2
1110,52,621,10473,0.638213,0.361787,0.674114,0.325886,0.201661,0.798339,0.118591,0.026544,0.854865,5302,5171,NARIÑO,ROBERTO PAYAN,2
1111,05,790,22826,0.772102,0.227898,0.797117,0.202883,0.352274,0.647726,0.050469,0.005739,0.943792,11272,11554,ANTIOQUIA,TARAZA,1
1112,05,873,8139,0.717533,0.282467,0.753041,0.246959,0.195847,0.804153,0.091289,0.033051,0.87566,4049,4090,ANTIOQUIA,VIGIA DEL FUERTE,2
1113,08,433,119920,0.856913,0.143087,0.870414,0.129586,0.343029,0.656971,0.0505,0.018904,0.930595,59511,60409,ATLANTICO,MALAMBO,4
1114,15,723,1048,0.888359,0.111641,0.897901,0.102099,0.25,0.75,0.133588,0.008588,0.857824,494,554,BOYACA,SATIVASUR,0
1115,17,388,5325,0.844695,0.155305,0.863474,0.136526,0.415023,0.584977,0.066103,0.002066,0.931831,2717,2608,CALDAS,LA MERCED,4
1116,19,050,20136,0.819229,0.180771,0.841925,0.158075,0.390693,0.609307,0.149781,0.046335,0.803884,10513,9623,CAUCA,ARGELIA,4
1117,47,053,37476,0.766704,0.233296,0.790453,0.209547,0.287251,0.712749,0.035329,0.005737,0.958934,19011,18465,MAGDALENA,ARACATACA,1
1118,47,318,25312,0.769042,0.230958,0.809814,0.190186,0.273349,0.726651,0.061631,0.011971,0.926399,13124,12188,MAGDALENA,GUAMAL,1
1119,47,703,11279,0.772675,0.227325,0.814611,0.185389,0.284156,0.715844,0.078908,0.022254,0.898839,5798,5481,MAGDALENA,SAN ZENON,1
1120,50,318,13857,0.878184,0.121816,0.891968,0.108032,0.408169,0.591831,0.111496,0.032042,0.856462,6914,6943,META,GUAMAL,3
1121,91,430,166,0.644578,0.355422,0.650602,0.349398,0.018072,0.981928,0.042169,0.054217,0.903614,85,81,AMAZONAS,LA VICTORIA,2
