,u_dpto,u_mpio,poblacion,alfabetizacion,analfabetismo,escolarizado,descolarizado,remunerado,no_remunerado,atencion_formal,atencion_informal,no_necesita_atencion,sexo_m,sexo_f,departamento,municipio,labels
354,25,873,15834,0.883415,0.116585,0.900278,0.099722,0.346596,0.653404,0.137299,0.01661,0.846091,8002,7832,CUNDINAMARCA,VILLAPINZON,0
355,25,875,25957,0.880995,0.119005,0.88716,0.11284,0.465578,0.534422,0.095966,0.007089,0.896945,12990,12967,CUNDINAMARCA,VILLETA,3
356,25,878,12589,0.858051,0.141949,0.867821,0.132179,0.40591,0.59409,0.158789,0.048217,0.792994,6467,6122,CUNDINAMARCA,VIOTA,3
357,25,899,129652,0.894903,0.105097,0.901968,0.098032,0.481682,0.518318,0.117314,0.026756,0.85593,62863,66789,CUNDINAMARCA,ZIPAQUIRA,3
358,27,001,120679,0.794786,0.205214,0.821079,0.178921,0.313725,0.686275,0.070642,0.01765,0.911708,55909,64770,CHOCO,QUIBDO,1
359,27,073,10583,0.591042,0.408958,0.644052,0.355948,0.180573,0.819427,0.11613,0.078333,0.805537,5293,5290,CHOCO,BAGADO,2
360,27,075,9417,0.768079,0.231921,0.795264,0.204736,0.343634,0.656366,0.047786,0.012,0.940215,4798,4619,CHOCO,BAHIA SOLANO,1
361,27,205,12251,0.786385,0.213615,0.808587,0.191413,0.241123,0.758877,0.088238,0.02963,0.882132,5842,6409,CHOCO,CONDOTO,1
362,27,361,28087,0.762595,0.237405,0.787624,0.212376,0.310856,0.689144,0.049097,0.013458,0.937444,13563,14524,CHOCO,ITSMINA,1
363,27,450,9073,0.688416,0.311584,0.723465,0.276535,0.251736,0.748264,0.10636,0.03042,0.863221,4428,4645,CHOCO,MEDIO SAN JUAN,2
364,27,615,48257,0.715129,0.284871,0.737323,0.262677,0.31353,0.68647,0.031436,0.014278,0.954286,26068,22189,CHOCO,RIOSUCIO,1
365,27,787,17000,0.702588,0.297412,0.722412,0.277588,0.263647,0.736353,0.085647,0.022059,0.892294,7982,9018,CHOCO,TADO,2
366,41,001,314526,0.871473,0.128527,0.881259,0.118741,0.421599,0.578401,0.089433,0.012743,0.897824,150525,164001,HUILA,NEIVA,3
367,41,013,8593,0.812173,0.187827,0.846968,0.153032,0.307925,0.692075,0.169906,0.032701,0.797393,4278,4315,HUILA,AGRADO,0
368,41,016,14817,0.820814,0.179186,0.852467,0.147533,0.322265,0.677735,0.11777,0.021529,0.860701,7360,7457,HUILA,AIPE,0
369,41,020,20259,0.820031,0.179969,0.837356,0.162644,0.369811,0.630189,0.100301,0.015302,0.884397,10446,9813,HUILA,ALGECIRAS,4
370,41,078,6679,0.78919,0.21081,0.822129,0.177871,0.219344,0.780656,0.015421,0.001048,0.98353,3600,3079,HUILA,BARAYA,1
371,41,132,30183,0.843389,0.156611,0.861644,0.138356,0.391015,0.608985,0.13819,0.022496,0.839314,14973,15210,HUILA,CAMPOALEGRE,4
372,41,206,7040,0.809233,0.190767,0.840341,0.159659,0.214205,0.785795,0.053693,0.01108,0.935227,3815,3225,HUILA,COLOMBIA,1
373,41,244,3736,0.861081,0.138919,0.868308,0.131692,0.336188,0.663812,0.038544,0.002409,0.959047,1941,1795,HUILA,ELIAS,4
374,41,298,66311,0.840011,0.159989,0.863281,0.136719,0.386618,0.613382,0.095248,0.016664,0.888088,33329,32982,HUILA,GARZON,4
375,41,306,22871,0.843514,0.156486,0.863932,0.136068,0.365222,0.634778,0.080757,0.016003,0.90324,11387,11484,HUILA,GIGANTE,4
376,41,319,15913,0.834538,0.165462,0.851128,0.148872,0.352542,0.647458,0.072708,0.009678,0.917615,8113,7800,HUILA,GUADALUPE,4
377,41,349,6700,0.819701,0.180299,0.849104,0.150896,0.383284,0.616716,0.094179,0.022687,0.883134,3408,3292,HUILA,HOBO,4
378,41,357,9064,0.827118,0.172882,0.846315,0.153685,0.345543,0.654457,0.044793,0.008274,0.946933,4638,4426,HUILA,IQUIRA,4
379,41,359,24593,0.835156,0.164844,0.87285,0.12715,0.36978,0.63022,0.163014,0.037206,0.79978,12470,12123,HUILA,ISNOS,0
380,41,396,54405,0.825108,0.174892,0.851631,0.148369,0.351861,0.648139,0.087621,0.024501,0.887878,27584,26821,HUILA,LA PLATA,4
381,41,483,6168,0.802853,0.197147,0.840629,0.159371,0.373379,0.626621,0.138132,0.064527,0.797341,3176,2992,HUILA,NATAGA,0
382,41,518,6424,0.845735,0.154265,0.864259,0.135741,0.322073,0.677927,0.10274,0.016812,0.880448,3294,3130,HUILA,PAICOL,0
383,41,524,24243,0.845357,0.154643,0.862146,0.137854,0.358165,0.641835,0.072928,0.023058,0.904014,12353,11890,HUILA,PALERMO,4
384,41,548,12246,0.824106,0.175894,0.849175,0.150825,0.369182,0.630818,0.083701,0.011187,0.905112,6225,6021,HUILA,PITAL,4
385,41,551,120287,0.854149,0.145851,0.871707,0.128293,0.365085,0.634915,0.076642,0.019595,0.903763,59717,60570,HUILA,PITALITO,4
386,41,615,22877,0.85304,0.14696,0.877781,0.122219,0.333523,0.666477,0.057918,0.013507,0.928575,12163,10714,HUILA,RIVERA,4
387,41,660,10076,0.815601,0.184399,0.848551,0.151449,0.301211,0.698789,0.111155,0.025407,0.863438,5186,4890,HUILA,SALADOBLANCO,0
388,41,668,32409,0.845259,0.154741,0.871054,0.128946,0.372211,0.627789,0.159061,0.024561,0.816378,16526,15883,HUILA,SAN AGUSTIN,0
389,41,770,17376,0.825622,0.174378,0.851289,0.148711,0.367979,0.632021,0.037638,0.006446,0.955916,8990,8386,HUILA,SUAZA,4
390,41,799,10273,0.821376,0.178624,0.85019,0.14981,0.32162,0.67838,0.045167,0.002336,0.952497,5389,4884,HUILA,TELLO,4
391,41,801,7376,0.815076,0.184924,0.843818,0.156182,0.380694,0.619306,0.077956,0.010846,0.911198,3825,3551,HUILA,TERUEL,4
392,41,807,20919,0.842296,0.157704,0.871265,0.128735,0.344663,0.655337,0.132272,0.022898,0.84483,10677,10242,HUILA,TIMANA,0
393,41,885,7380,0.85271,0.14729,0.873577,0.126423,0.321003,0.678997,0.081436,0.006911,0.911653,3737,3643,HUILA,YAGUARA,4
394,44,001,177573,0.777359,0.222641,0.791398,0.208602,0.316219,0.683781,0.058055,0.014828,0.927117,86766,90807,LA GUAJIRA,RIOHACHA,1
395,44,035,26940,0.763029,0.236971,0.779844,0.220156,0.258834,0.741166,0.047513,0.007201,0.945286,13580,13360,LA GUAJIRA,ALBANIA,1
396,44,078,28549,0.817857,0.182143,0.823637,0.176363,0.273985,0.726015,0.069249,0.00578,0.924971,14124,14425,LA GUAJIRA,BARRANCAS,1
397,44,090,36196,0.577688,0.422312,0.583435,0.416565,0.260139,0.739861,0.043292,0.01793,0.938778,18507,17689,LA GUAJIRA,DIBULLA,2
398,44,098,11934,0.794453,0.205547,0.816742,0.183258,0.253813,0.746187,0.05388,0.010642,0.935478,6064,5870,LA GUAJIRA,DISTRACCION,1
399,44,279,40852,0.828601,0.171399,0.847645,0.152355,0.303877,0.696123,0.062004,0.017184,0.920812,20086,20766,LA GUAJIRA,FONSECA,1
400,44,430,159223,0.764864,0.235136,0.782073,0.217927,0.248419,0.751581,0.035887,0.006488,0.957625,77126,82097,LA GUAJIRA,MAICAO,1
401,44,560,74528,0.605236,0.394764,0.631172,0.368828,0.182509,0.817491,0.021079,0.008641,0.97028,36421,38107,LA GUAJIRA,MANAURE,2
402,44,650,46077,0.830479,0.169521,0.843827,0.156173,0.318055,0.681945,0.060225,0.014237,0.925538,22765,23312,LA GUAJIRA,SAN JUAN DEL CESAR,4
403,44,847,160711,0.602827,0.397173,0.62366,0.37634,0.14098,0.85902,0.011742,0.008189,0.98007,77668,83043,LA GUAJIRA,URIBIA,2
404,47,001,479853,0.871521,0.128479,0.877304,0.122696,0.382553,0.617447,0.059051,0.012375,0.928574,232340,247513,MAGDALENA,SANTA MARTA,4
405,47,058,28348,0.771166,0.228834,0.80055,0.19945,0.35939,0.64061,0.043142,0.011853,0.945005,14519,13829,MAGDALENA,ARIGUAINI,1
406,47,189,118435,0.825516,0.174484,0.844708,0.155292,0.322135,0.677865,0.074978,0.020796,0.904226,58802,59633,MAGDALENA,CIENAGA,4
407,47,245,59594,0.781287,0.218713,0.817566,0.182434,0.31973,0.68027,0.125298,0.033225,0.841477,30096,29498,MAGDALENA,EL BANCO,1
408,47,288,64833,0.790662,0.209338,0.812935,0.187065,0.311601,0.688399,0.062931,0.01618,0.920889,31957,32876,MAGDALENA,FUNDACION,1
409,47,460,17470,0.754093,0.245907,0.784087,0.215913,0.322667,0.677333,0.038638,0.008185,0.953177,9123,8347,MAGDALENA,NUEVA GRANADA,1
410,47,555,56210,0.762338,0.237662,0.800178,0.199822,0.354617,0.645383,0.062516,0.013289,0.924195,28763,27447,MAGDALENA,PLATO,1
411,47,707,22723,0.787396,0.212604,0.818202,0.181798,0.312987,0.687013,0.048981,0.005281,0.945738,11794,10929,MAGDALENA,SANTA ANA,1
412,50,001,451212,0.869314,0.130686,0.872982,0.127018,0.42847,0.57153,0.075576,0.01193,0.912493,222585,228627,META,VILLAVICENCIO,3
413,50,006,78199,0.872824,0.127176,0.885753,0.114247,0.387946,0.612054,0.078275,0.020026,0.9017,40719,37480,META,ACACIAS,4
414,50,110,5946,0.843256,0.156744,0.873697,0.126303,0.36781,0.63219,0.104945,0.028759,0.866297,3003,2943,META,BARRANCA DE UPIA,4
415,50,124,5432,0.82732,0.17268,0.852725,0.147275,0.368557,0.631443,0.098675,0.03958,0.861745,2995,2437,META,CABUYARO,4
416,50,150,13611,0.869444,0.130556,0.879583,0.120417,0.366027,0.633973,0.078686,0.00911,0.912203,7056,6555,META,CASTILLA LA NUEVA,4
417,50,223,6377,0.862318,0.137682,0.87204,0.12796,0.405049,0.594951,0.091893,0.007684,0.900423,3218,3159,META,SAN LUIS DE CUBARRAL,4
418,50,226,21397,0.866757,0.133243,0.881105,0.118895,0.411086,0.588914,0.081881,0.019021,0.899098,10636,10761,META,CUMARAL,3
419,50,245,1575,0.889524,0.110476,0.915556,0.084444,0.289524,0.710476,0.032381,0.006984,0.960635,866,709,META,EL CALVARIO,4
420,50,251,7397,0.834392,0.165608,0.85413,0.14587,0.371908,0.628092,0.082195,0.008923,0.908882,3889,3508,META,EL CASTILLO,4
421,50,270,3699,0.855907,0.144093,0.865639,0.134361,0.361179,0.638821,0.074885,0.012165,0.912949,1898,1801,META,EL DORADO,4
422,50,287,11599,0.839986,0.160014,0.854125,0.145875,0.383826,0.616174,0.052505,0.010604,0.936891,5954,5645,META,FUENTE DE ORO,4
423,50,313,64932,0.855249,0.144751,0.863796,0.136204,0.408751,0.591249,0.04785,0.009348,0.942802,31967,32965,META,GRANADA,4
424,50,325,6036,0.700795,0.299205,0.730948,0.269052,0.28827,0.71173,0.06163,0.014414,0.923956,3272,2764,META,MAPIRIPAN,1
425,50,330,9751,0.816121,0.183879,0.830992,0.169008,0.37873,0.62127,0.106348,0.049636,0.844016,5173,4578,META,MESETAS,4
426,50,350,23877,0.79897,0.20103,0.830967,0.169033,0.276459,0.723541,0.053147,0.028563,0.91829,12862,11015,META,LA MACARENA,1
427,50,370,8549,0.769915,0.230085,0.79249,0.20751,0.333138,0.666862,0.043865,0.020821,0.935314,4827,3722,META,LA URIBE,1
428,50,400,10576,0.835193,0.164807,0.853347,0.146653,0.376229,0.623771,0.062595,0.032148,0.905257,5492,5084,META,LEJANIAS,4
429,50,450,8086,0.796686,0.203314,0.813876,0.186124,0.319194,0.680806,0.063319,0.027331,0.909349,4353,3733,META,PUERTO CONCORDIA,1
430,50,568,41017,0.78209,0.21791,0.800132,0.199868,0.294244,0.705756,0.040812,0.013872,0.945315,21966,19051,META,PUERTO GAITAN,1
431,50,573,28270,0.844606,0.155394,0.862398,0.137602,0.356809,0.643191,0.097701,0.019738,0.882561,14396,13874,META,PUERTO LOPEZ,4
432,50,577,8982,0.828991,0.171009,0.846025,0.153975,0.385772,0.614228,0.10187,0.016032,0.882098,4851,4131,META,PUERTO LLERAS,4
433,50,590,11433,0.800315,0.199685,0.816846,0.183154,0.408029,0.591971,0.088428,0.031313,0.880259,6262,5171,META,PUERTO RICO,4
434,50,606,17610,0.886371,0.113629,0.89347,0.10653,0.436968,0.563032,0.088359,0.012152,0.899489,8845,8765,META,RESTREPO,3
435,50,680,11512,0.846247,0.153753,0.870049,0.129951,0.389246,0.610754,0.085563,0.040566,0.873871,6091,5421,META,SAN CARLOS DE GUAROA,4
436,50,683,8242,0.83208,0.16792,0.846275,0.153725,0.365203,0.634797,0.087236,0.034822,0.877942,4392,3850,META,SAN JUAN DE ARAMA,4
437,50,686,1149,0.875544,0.124456,0.888599,0.111401,0.293299,0.706701,0.05396,0.033943,0.912097,600,549,META,SAN JUANITO,0
438,50,689,22281,0.865446,0.134554,0.875993,0.124007,0.380683,0.619317,0.068264,0.01342,0.918316,11024,11257,META,SAN MARTIN,4
439,50,711,16525,0.820756,0.179244,0.843812,0.156188,0.404902,0.595098,0.060998,0.016278,0.922723,8800,7725,META,VISTAHERMOSA,4
440,52,001,352326,0.896085,0.103915,0.905616,0.094384,0.448976,0.551024,0.154964,0.015943,0.829093,166804,185522,NARIÑO,PASTO,3
441,52,019,8197,0.853239,0.146761,0.867635,0.132365,0.274491,0.725509,0.184824,0.023667,0.791509,4149,4048,NARIÑO,ALBAN,0
442,52,079,34248,0.64211,0.35789,0.663688,0.336312,0.272425,0.727575,0.15125,0.027651,0.821099,17303,16945,NARIÑO,BARBACOAS,2
443,52,083,5968,0.870308,0.129692,0.895442,0.104558,0.297755,0.702245,0.203251,0.036528,0.760221,2922,3046,NARIÑO,BELEN,0
444,52,110,19951,0.844068,0.155932,0.870583,0.129417,0.392762,0.607238,0.110471,0.02035,0.869179,9935,10016,NARIÑO,BUESACO,4
445,52,207,10117,0.850351,0.149649,0.866759,0.133241,0.335673,0.664327,0.13166,0.003361,0.86498,5004,5113,NARIÑO,CONSACA,0
446,52,240,12419,0.848055,0.151945,0.874547,0.125453,0.367099,0.632901,0.098076,0.014735,0.887189,6193,6226,NARIÑO,CHACHAGUI,4
447,52,254,6223,0.825968,0.174032,0.856661,0.143339,0.401735,0.598265,0.136911,0.011088,0.852001,3145,3078,NARIÑO,EL PE�OL,4
448,52,258,13255,0.860128,0.139872,0.880196,0.119804,0.310072,0.689928,0.187703,0.032441,0.779857,6728,6527,NARIÑO,EL TABLON,0
449,52,260,12457,0.861684,0.138316,0.884001,0.115999,0.374007,0.625993,0.097696,0.004014,0.89829,6170,6287,NARIÑO,EL TAMBO,4
450,52,287,6211,0.836419,0.163581,0.863307,0.136693,0.358396,0.641604,0.147319,0.020287,0.832394,3122,3089,NARIÑO,FUNES,0
451,52,356,105517,0.877394,0.122606,0.892188,0.107812,0.428035,0.571965,0.104912,0.009904,0.885184,50848,54669,NARIÑO,IPIALES,3
452,52,378,16674,0.850786,0.149214,0.873096,0.126904,0.356183,0.643817,0.072148,0.014694,0.913158,8179,8495,NARIÑO,LA CRUZ,4
453,52,399,28659,0.838829,0.161171,0.867092,0.132908,0.27569,0.72431,0.157647,0.010049,0.832304,14276,14383,NARIÑO,LA UNION,0
454,52,411,8974,0.850011,0.149989,0.885335,0.114665,0.391799,0.608201,0.136171,0.020838,0.842991,4522,4452,NARIÑO,LINARES,4
455,52,418,8703,0.841319,0.158681,0.867287,0.132713,0.300701,0.699299,0.199816,0.031483,0.7687,4386,4317,NARIÑO,LOS ANDES,0
456,52,427,18262,0.676541,0.323459,0.714106,0.285894,0.186398,0.813602,0.084109,0.024641,0.89125,9327,8935,NARIÑO,MAGUI,2
457,52,435,8013,0.852365,0.147635,0.872832,0.127168,0.339448,0.660552,0.080494,0.006614,0.912892,4020,3993,NARIÑO,MALLAMA,4
458,52,473,10206,0.778072,0.221928,0.825005,0.174995,0.341074,0.658926,0.051146,0.013521,0.935332,5168,5038,NARIÑO,MOSQUERA,1
459,52,490,21415,0.706981,0.293019,0.761429,0.238571,0.262293,0.737707,0.099323,0.022461,0.878216,10700,10715,NARIÑO,OLAYA  HERRERA,1
460,52,573,8446,0.883495,0.116505,0.894506,0.105494,0.304286,0.695714,0.242718,0.006867,0.750414,4140,4306,NARIÑO,PUERRES,0
461,52,678,23727,0.814009,0.185991,0.835967,0.164033,0.317571,0.682429,0.133224,0.023096,0.84368,11777,11950,NARIÑO,SAMANIEGO,0
462,52,683,18859,0.844477,0.155523,0.864415,0.135585,0.40018,0.59982,0.173074,0.008908,0.818018,9375,9484,NARIÑO,SANDONA,3
463,52,687,16653,0.827298,0.172702,0.868132,0.131868,0.318021,0.681979,0.132228,0.041614,0.826157,8566,8087,NARIÑO,SAN LORENZO,0
464,52,693,12929,0.830845,0.169155,0.865728,0.134272,0.360043,0.639957,0.17163,0.020342,0.808028,6265,6664,NARIÑO,SAN PABLO,0
465,52,835,138091,0.770123,0.229877,0.797554,0.202446,0.318551,0.681449,0.075356,0.016076,0.908568,67497,70594,NARIÑO,TUMACO,1
466,52,838,42413,0.878716,0.121284,0.891873,0.108127,0.384528,0.615472,0.16851,0.011223,0.820267,20859,21554,NARIÑO,TUQUERRES,3
467,54,001,629414,0.875478,0.124522,0.88047,0.11953,0.391955,0.608045,0.087226,0.0133,0.899475,304357,325057,NORTE DE SANTANDER,CUCUTA,4
468,54,003,30191,0.765592,0.234408,0.781856,0.218144,0.356696,0.643304,0.097016,0.022093,0.880892,15191,15000,NORTE DE SANTANDER,ABREGO,1
469,54,051,8202,0.828822,0.171178,0.846989,0.153011,0.367349,0.632651,0.076079,0.012802,0.911119,4402,3800,NORTE DE SANTANDER,ARBOLEDAS,4
470,54,099,6972,0.855422,0.144578,0.879518,0.120482,0.372777,0.627223,0.069994,0.019793,0.910212,3638,3334,NORTE DE SANTANDER,BOCHALEMA,4
471,54,125,2733,0.864984,0.135016,0.880717,0.119283,0.387486,0.612514,0.11599,0.018661,0.865349,1476,1257,NORTE DE SANTANDER,CACOTA,4
472,54,172,16021,0.879283,0.120717,0.892953,0.107047,0.370826,0.629174,0.108607,0.031771,0.859622,7836,8185,NORTE DE SANTANDER,CHINACOTA,4
473,54,206,18112,0.748288,0.251712,0.767668,0.232332,0.334309,0.665691,0.140018,0.047814,0.812169,9312,8800,NORTE DE SANTANDER,CONVENCION,1
474,54,239,4390,0.841686,0.158314,0.85262,0.14738,0.353986,0.646014,0.067426,0.001822,0.930752,2291,2099,NORTE DE SANTANDER,DURANIA,4
475,54,245,12001,0.72269,0.27731,0.724856,0.275144,0.340138,0.659862,0.059078,0.025415,0.915507,6261,5740,NORTE DE SANTANDER,EL CARMEN,1
476,54,250,19075,0.731796,0.268204,0.75114,0.24886,0.318794,0.681206,0.091429,0.042254,0.866317,10057,9018,NORTE DE SANTANDER,EL TARRA,1
477,54,261,26019,0.832699,0.167301,0.845651,0.154349,0.330259,0.669741,0.085707,0.015681,0.898613,13279,12740,NORTE DE SANTANDER,EL ZULIA,4
478,54,313,6408,0.855337,0.144663,0.864388,0.135612,0.363764,0.636236,0.039482,0.019819,0.940699,3588,2820,NORTE DE SANTANDER,GRAMALOTE,4
479,54,344,9745,0.718933,0.281067,0.753925,0.246075,0.335967,0.664033,0.076039,0.030477,0.893484,5103,4642,NORTE DE SANTANDER,HACARI,1
480,54,347,4702,0.88154,0.11846,0.902382,0.097618,0.368567,0.631433,0.079753,0.019779,0.900468,2385,2317,NORTE DE SANTANDER,HERRAN,4
481,54,377,5550,0.850811,0.149189,0.883243,0.116757,0.344865,0.655135,0.054595,0.009189,0.936216,2876,2674,NORTE DE SANTANDER,LABATECA,4
482,54,398,7237,0.719635,0.280365,0.738428,0.261572,0.370043,0.629957,0.121321,0.002211,0.876468,3770,3467,NORTE DE SANTANDER,LA PLAYA,1
483,54,405,81411,0.891182,0.108818,0.898294,0.101706,0.406137,0.593863,0.104728,0.017713,0.87756,38903,42508,NORTE DE SANTANDER,LOS PATIOS,3
484,54,418,3609,0.830701,0.169299,0.84788,0.15212,0.308396,0.691604,0.031588,0.008035,0.960377,1903,1706,NORTE DE SANTANDER,LOURDES,1
485,54,498,111643,0.832179,0.167821,0.844164,0.155836,0.391498,0.608502,0.109465,0.0189,0.871635,53740,57903,NORTE DE SANTANDER,OCA�A,4
486,54,518,45521,0.878584,0.121416,0.887481,0.112519,0.380659,0.619341,0.133543,0.015443,0.851014,21826,23695,NORTE DE SANTANDER,PAMPLONA,4
487,54,520,4944,0.862662,0.137338,0.881472,0.118528,0.364078,0.635922,0.137743,0.032969,0.829288,2586,2358,NORTE DE SANTANDER,PAMPLONITA,0
488,54,599,5420,0.858672,0.141328,0.875092,0.124908,0.370849,0.629151,0.038192,0.009963,0.951845,2876,2544,NORTE DE SANTANDER,RAGONVALIA,4
489,54,660,8768,0.809877,0.190123,0.839644,0.160356,0.346715,0.653285,0.098312,0.032048,0.86964,4585,4183,NORTE DE SANTANDER,SALAZAR,4
490,54,670,9961,0.699227,0.300773,0.741793,0.258207,0.345849,0.654151,0.111736,0.13081,0.757454,5286,4675,NORTE DE SANTANDER,SAN CALIXTO,1
491,54,680,3087,0.84872,0.15128,0.870748,0.129252,0.304179,0.695821,0.102689,0.021704,0.875607,1602,1485,NORTE DE SANTANDER,SANTIAGO,0
492,54,720,21243,0.804171,0.195829,0.81867,0.18133,0.339359,0.660641,0.055077,0.007391,0.937532,11118,10125,NORTE DE SANTANDER,SARDINATA,1
493,54,800,12727,0.732773,0.267227,0.75053,0.24947,0.314371,0.685629,0.086195,0.043058,0.870747,6551,6176,NORTE DE SANTANDER,TEORAMA,1
494,54,810,51399,0.774509,0.225491,0.796844,0.203156,0.362244,0.637756,0.034884,0.010311,0.954805,27082,24317,NORTE DE SANTANDER,TIBU,1
495,54,820,14962,0.832576,0.167424,0.850154,0.149846,0.224703,0.775297,0.166756,0.005414,0.827831,7779,7183,NORTE DE SANTANDER,TOLEDO,0
496,54,874,93735,0.882957,0.117043,0.884782,0.115218,0.401387,0.598613,0.049651,0.008236,0.942113,45354,48381,NORTE DE SANTANDER,VILLA DEL ROSARIO,4
497,63,001,275641,0.901687,0.098313,0.906273,0.093727,0.458009,0.541991,0.085317,0.012215,0.902467,130090,145551,QUINDIO,ARMENIA,3
498,63,111,2741,0.862094,0.137906,0.875593,0.124407,0.406056,0.593944,0.08683,0.011675,0.901496,1446,1295,QUINDIO,BUENAVISTA,4
499,63,130,70662,0.888469,0.111531,0.898786,0.101214,0.420919,0.579081,0.110187,0.016289,0.873525,34725,35937,QUINDIO,CALARCA,3
500,63,190,27135,0.890252,0.109748,0.896996,0.103004,0.450636,0.549364,0.098913,0.008734,0.892353,13088,14047,QUINDIO,CIRCASIA,3
501,63,212,5535,0.854743,0.145257,0.874435,0.125565,0.465041,0.534959,0.128455,0.017525,0.85402,2937,2598,QUINDIO,CORDOBA,3
502,63,272,11345,0.878096,0.121904,0.895372,0.104628,0.440899,0.559101,0.077303,0.003261,0.919436,5600,5745,QUINDIO,FILANDIA,3
503,63,302,7121,0.85283,0.14717,0.867996,0.132004,0.426766,0.573234,0.061508,0.005055,0.933436,3799,3322,QUINDIO,GENOVA,4
504,63,401,32564,0.853089,0.146911,0.873173,0.126827,0.37087,0.62913,0.130267,0.01818,0.851554,15967,16597,QUINDIO,LA TEBAIDA,4
505,63,470,35324,0.859699,0.140301,0.875127,0.124873,0.393189,0.606811,0.06715,0.008974,0.923876,17481,17843,QUINDIO,MONTENEGRO,4
506,63,548,4877,0.859955,0.140045,0.875538,0.124462,0.450482,0.549518,0.0244,0.003896,0.971704,2514,2363,QUINDIO,PIJAO,3
507,63,594,29117,0.866092,0.133908,0.876498,0.123502,0.419411,0.580589,0.076416,0.013738,0.909846,14159,14958,QUINDIO,QUIMBAYA,3
508,63,690,7578,0.887965,0.112035,0.900765,0.099235,0.50541,0.49459,0.079309,0.026656,0.894035,3857,3721,QUINDIO,SALENTO,3
509,66,001,409670,0.898638,0.101362,0.90715,0.09285,0.468101,0.531899,0.08129,0.01075,0.90796,193060,216610,RISARALDA,PEREIRA,3
510,66,045,10707,0.854394,0.145606,0.87765,0.12235,0.430092,0.569908,0.122817,0.018119,0.859064,5490,5217,RISARALDA,APIA,3
511,66,075,5009,0.839489,0.160511,0.851667,0.148333,0.429028,0.570972,0.064284,0.006389,0.929327,2622,2387,RISARALDA,BALBOA,4
512,66,088,21450,0.858508,0.141492,0.878974,0.121026,0.396177,0.603823,0.134592,0.016317,0.849091,10851,10599,RISARALDA,BELEN DE UMBRIA,3
513,66,170,194890,0.906188,0.093812,0.913674,0.086326,0.472785,0.527215,0.117359,0.011868,0.870773,91454,103436,RISARALDA,DOSQUEBRADAS,3
514,66,318,11532,0.859174,0.140826,0.890565,0.109435,0.385102,0.614898,0.166493,0.04145,0.792057,5884,5648,RISARALDA,GUATICA,0
515,66,383,6178,0.843315,0.156685,0.85594,0.14406,0.443995,0.556005,0.117676,0.004047,0.878278,3249,2929,RISARALDA,LA CELIA,3
516,66,400,25900,0.871274,0.128726,0.88861,0.11139,0.394672,0.605328,0.093629,0.001506,0.904865,12239,13661,RISARALDA,LA VIRGINIA,4
517,66,440,15455,0.851181,0.148819,0.869169,0.130831,0.406729,0.593271,0.057198,0.002006,0.940796,7729,7726,RISARALDA,MARSELLA,4
518,66,456,16203,0.651484,0.348516,0.728198,0.271802,0.299019,0.700981,0.057582,0.006727,0.935691,8220,7983,RISARALDA,MISTRATO,2
519,66,594,25213,0.838536,0.161464,0.861064,0.138936,0.374212,0.625788,0.070757,0.01059,0.918653,12782,12431,RISARALDA,QUINCHIA,4
520,66,682,71174,0.89232,0.10768,0.90186,0.09814,0.43929,0.56071,0.133982,0.013081,0.852938,34813,36361,RISARALDA,SANTA ROSA DE CABAL,3
521,66,687,11787,0.835666,0.164334,0.858997,0.141003,0.444727,0.555273,0.124205,0.023076,0.852719,6064,5723,RISARALDA,SANTUARIO,3
522,68,001,528855,0.896497,0.103503,0.899148,0.100852,0.471033,0.528967,0.092332,0.013972,0.893697,250975,277880,SANTANDER,BUCARAMANGA,3
523,68,013,1662,0.806859,0.193141,0.840554,0.159446,0.270758,0.729242,0.12154,0.010229,0.868231,856,806,SANTANDER,AGUADA,0
524,68,020,3317,0.836901,0.163099,0.850769,0.149231,0.277962,0.722038,0.109436,0.022309,0.868254,1743,1574,SANTANDER,ALBANIA,0
525,68,051,7913,0.834576,0.165424,0.848856,0.151144,0.352458,0.647542,0.081006,0.005181,0.913813,4075,3838,SANTANDER,ARATOCA,4
526,68,077,28769,0.86979,0.13021,0.87205,0.12795,0.450867,0.549133,0.065939,0.017727,0.916334,13924,14845,SANTANDER,BARBOSA,3
527,68,079,7647,0.868184,0.131816,0.892899,0.107101,0.447627,0.552373,0.102524,0.062247,0.83523,3706,3941,SANTANDER,BARICHARA,3
528,68,081,199564,0.860225,0.139775,0.870372,0.129628,0.36015,0.63985,0.075595,0.012116,0.912289,97058,102506,SANTANDER,BARRANCABERMEJA,4
529,68,092,5230,0.842065,0.157935,0.859847,0.140153,0.354493,0.645507,0.105736,0.060994,0.83327,2784,2446,SANTANDER,BETULIA,0
530,68,101,9567,0.806836,0.193164,0.810494,0.189506,0.351207,0.648793,0.036271,0.004704,0.959026,4918,4649,SANTANDER,BOLIVAR,1
531,68,121,1621,0.882788,0.117212,0.908698,0.091302,0.283159,0.716841,0.123998,0.046885,0.829118,818,803,SANTANDER,CABRERA,0
532,68,132,1832,0.886463,0.113537,0.896834,0.103166,0.379367,0.620633,0.042031,0.007642,0.950328,941,891,SANTANDER,CALIFORNIA,4
533,68,147,5328,0.834835,0.165165,0.856044,0.143956,0.332395,0.667605,0.118056,0.021584,0.86036,2678,2650,SANTANDER,CAPITANEJO,0
